query	qlen.bp	qtrans.aa	hit	hlen.aa
Cladocopium274886	648	39	sp|P22682|CBL_MOUSE	913
Cladocopium274891	1469	313	sp|Q8YRI1|YY46_NOSS1	1526
Cladocopium274914	1146	299	sp|A1CED0|DOHH_ASPCL	335
Cladocopium274919	1412	344	sp|Q00972|BCKD_RAT	412
Cladocopium274932	523	112	sp|P63172|DYLT1_HUMAN	113
Cladocopium274940	574	95	sp|O61065|RIR1_CRYPV	803
Cladocopium274967	1093	119	sp|P25296|CANB_YEAST	175
Cladocopium274989	963	120	sp|Q8LH03|DDRGK_ORYSJ	302
Cladocopium275015	615	117	sp|Q9FKW8|STR18_ARATH	136
Cladocopium275018	1438	279	sp|Q8R2H4|KLH12_RAT	568
Cladocopium275029	691	142	sp|Q9FL12|DEGP9_ARATH	592
Cladocopium275034	1127	222	sp|O95372|LYPA2_HUMAN	231
Cladocopium275044	1033	323	sp|O00782|TCPG_OXYGR	559
Cladocopium275055	1029	268	sp|Q9VMU8|SENJU_DROME	388
Cladocopium275057	579	128	sp|Q6NRK9|CCNQ_XENLA	244
Cladocopium275058	1128	259	sp|P56206|SYG_THET8	506
Cladocopium275071	882	60	sp|Q6NYK8|MARH5_DANRE	289
Cladocopium275084	3593	462	sp|A0A0R4IBK5|R213A_DANRE	5209
Cladocopium275090	1050	253	sp|O06179|Y1533_MYCTU	375
Cladocopium275091	858	223	sp|Q3SZ19|PSMD9_BOVIN	221
Cladocopium275093	970	132	sp|Q38931|FKB62_ARATH	551
Cladocopium275097	848	169	sp|Q13202|DUS8_HUMAN	625
Cladocopium275106	1062	280	sp|Q49XT0|RS1_STAS1	393
Cladocopium275111	1067	262	sp|Q10287|BGS1_SCHPO	1729
Cladocopium275118	1907	111	sp|O49326|JAL21_ARATH	471
Cladocopium275146	854	254	sp|Q8JFW4|ADAT3_DANRE	336
Cladocopium275148	575	184	sp|Q43082|HEM3_PEA	369
Cladocopium275149	1554	181	sp|P54567|YQKD_BACSU	305
Cladocopium275157	1581	143	sp|Q9W138|SAMTR_DROME	302
Cladocopium275161	1193	194	sp|P43388|YDCM_METLD	216
Cladocopium275165	2759	187	sp|A6H1P4|KMO_FLAPJ	447
Cladocopium275166	1045	144	sp|Q91WK5|GCSH_MOUSE	170
Cladocopium275169	1454	200	sp|Q14353|GAMT_HUMAN	236
Cladocopium275176	1651	148	sp|O95271|TNKS1_HUMAN	1327
Cladocopium275185	515	66	sp|Q9FGR9|CEP1_ARATH	361
Cladocopium275196	1704	205	sp|Q60949|TBCD1_MOUSE	1255
Cladocopium275234	1329	368	sp|O31186|ADHA_RHIME	340
Cladocopium275250	609	122	sp|P30044|PRDX5_HUMAN	214
Cladocopium275256	997	215	sp|Q8LAP6|PAP12_ARATH	409
Cladocopium275258	595	138	sp|Q9FNF2|SSY1_ARATH	652
Cladocopium275260	500	54	sp|Q968X7|PNO_CRYPV	1934
Cladocopium275262	1326	213	sp|P50108|MNN10_YEAST	393
Cladocopium275273	1955	330	sp|Q9FZJ1|IRX10_ARATH	412
Cladocopium275274	1044	264	sp|Q5RA17|RRP7A_PONAB	280
Cladocopium275276	843	152	sp|Q502K3|ANR52_DANRE	1071
Cladocopium275283	1411	238	sp|Q02013|AQP1_MOUSE	269
Cladocopium275317	838	255	sp|Q8RWB8|UPL6_ARATH	1029
Cladocopium275326	1738	154	sp|Q8UVD9|FUBP2_CHICK	769
Cladocopium275330	572	126	sp|P15705|STI1_YEAST	589
Cladocopium275345	964	177	sp|Q06563|SYM1_YEAST	197
Cladocopium275355	571	190	sp|P32232|CBS_RAT	561
Cladocopium275357	835	278	sp|Q39575|DYHG_CHLRE	4485
Cladocopium275358	1641	398	sp|Q9FLL3|PP412_ARATH	527
Cladocopium275360	936	245	sp|P35875|PARP_DROME	994
Cladocopium275363	2152	660	sp|Q8W4K1|TYW23_ARATH	995
Cladocopium275368	649	167	sp|P63872|CYSK_STAAW	310
Cladocopium275380	788	215	sp|Q8R806|THIE_CALS4	214
Cladocopium275383	871	117	sp|P97554|DNJB9_RAT	222
Cladocopium275395	773	137	sp|Q2NB77|LVHK2_ERYLH	346
Cladocopium275409	1334	287	sp|Q7ZVK3|SIR2_DANRE	379
Cladocopium275414	991	198	sp|Q8R1L4|ERD23_MOUSE	214
Cladocopium275416	763	89	sp|F1N6G5|HACE1_BOVIN	909
Cladocopium275418	826	163	sp|Q93LE9|DEF_LEPIN	178
Cladocopium275420	1691	298	sp|Q8BZM0|KLH12_MOUSE	568
Cladocopium275423	600	166	sp|C6BSE9|GATA_DESAD	487
Cladocopium275427	713	175	sp|Q9LXC9|IPYR6_ARATH	300
Cladocopium275428	764	176	sp|C3PK12|MSHA_CORA7	421
Cladocopium275430	1710	147	sp|Q8BK64|AHSA1_MOUSE	338
Cladocopium275436	1182	238	sp|Q54SJ5|MYLKC_DICDI	312
Cladocopium275440	1581	257	sp|Q23FE2|TTL3C_TETTS	1065
Cladocopium275442	1155	317	sp|Q92RG1|KHSE_RHIME	326
Cladocopium275455	741	172	sp|B2VH13|GPMB_ERWT9	215
Cladocopium275458	1360	360	sp|P93568|SSY1_SOLTU	641
Cladocopium275471	1755	246	sp|P37597|YDHC_ECOLI	403
Cladocopium275480	714	182	sp|Q9D2E2|TOE1_MOUSE	511
Cladocopium275484	512	111	sp|Q5A1M3|SET5_CANAL	473
Cladocopium275494	886	156	sp|P31939|PUR9_HUMAN	592
Cladocopium275498	1401	188	sp|Q10409|TSR3_SCHPO	288
Cladocopium275503	2668	321	sp|Q6W4T3|ANGR_VIBA7	1048
Cladocopium275506	1714	230	sp|F4ILR7|DEXH1_ARATH	995
Cladocopium275509	1075	162	sp|A6ZTB4|SET5_YEAS7	526
Cladocopium275511	2108	255	sp|Q8JFY9|ENDUA_XENLA	292
Cladocopium275521	909	78	sp|Q852K5|SAP6_ORYSJ	160
Cladocopium275522	671	187	sp|Q5ATG5|APDG_EMENI	438
Cladocopium275557	1457	353	sp|O22609|DEGP1_ARATH	439
Cladocopium275559	555	184	sp|Q90Z10|RL13_DANRE	211
Cladocopium275570	592	114	sp|Q5ENN5|RBL2_HETTR	740
Cladocopium275578	583	169	sp|Q9NS87|KIF15_HUMAN	1388
Cladocopium275587	1424	293	sp|Q45247|HUPN_BRADU	381
Cladocopium275601	867	259	sp|Q8VBZ0|DHRSX_MOUSE	335
Cladocopium275621	1133	242	sp|Q869N6|CRTL_DICDI	299
Cladocopium275629	2743	287	sp|Q9W3D3|CRAG_DROME	1671
Cladocopium275636	897	55	sp|Q7M3S9|RNGB_DICDI	943
Cladocopium275647	1183	229	sp|Q9BYX2|TBD2A_HUMAN	928
Cladocopium275648	878	113	sp|B9KAB9|DNAJ_THENN	370
Cladocopium275657	938	132	sp|Q7Z3E1|PARPT_HUMAN	657
Cladocopium275659	505	86	sp|Q40301|FCPE_MACPY	212
Cladocopium275664	691	204	sp|Q8MPF7|RSSA_TOXGO	287
Cladocopium275673	1614	394	sp|Q5E9N4|AADAT_BOVIN	425
Cladocopium275679	790	239	sp|Q9SCJ4|KN8B_ARATH	813
Cladocopium275689	568	108	sp|Q6DYE7|RENI_CANLF	403
Cladocopium275690	812	91	sp|Q8IXZ2|ZC3H3_HUMAN	948
Cladocopium275702	1393	404	sp|B5XY38|RLMI_KLEP3	400
Cladocopium275723	2738	285	sp|A1T726|Y2161_MYCVP	279
Cladocopium275725	1177	106	sp|O05235|YUGF_BACSU	273
Cladocopium275730	909	138	sp|B0K0Y9|RIBBA_THEPX	396
Cladocopium275741	731	146	sp|Q8TE77|SSH3_HUMAN	659
Cladocopium275748	1395	218	sp|P73121|Y1919_SYNY3	566
Cladocopium275749	1631	283	sp|Q4DJ07|PGFS_TRYCC	283
Cladocopium275762	596	183	sp|A3SR25|XSC_ROSNI	603
Cladocopium275786	972	164	sp|P51660|DHB4_MOUSE	735
Cladocopium275787	727	77	sp|Q40301|FCPE_MACPY	212
Cladocopium275797	794	136	sp|Q9VL78|FKB59_DROME	439
Cladocopium275813	946	132	sp|Q9H0R5|GBP3_HUMAN	595
Cladocopium275814	1050	177	sp|Q9C5S1|MKP1_ARATH	784
Cladocopium275817	1262	322	sp|P83373|MDHM_FRAAN	339
Cladocopium275837	978	180	sp|Q9NPB1|NT5M_HUMAN	228
Cladocopium275839	884	192	sp|Q9LJX4|PUM5_ARATH	961
Cladocopium275841	1280	253	sp|Q9H1Y0|ATG5_HUMAN	275
Cladocopium275860	668	152	sp|Q8TAK5|GABP2_HUMAN	448
Cladocopium275867	1696	379	sp|Q9FN03|UVR8_ARATH	440
Cladocopium275869	907	239	sp|P34815|UNC18_CAEEL	673
Cladocopium275870	1004	244	sp|O13755|OSM1_SCHPO	513
Cladocopium275875	1535	354	sp|O14072|ATC4_SCHPO	1211
Cladocopium275885	647	163	sp|Q56WF8|SCP48_ARATH	510
Cladocopium275894	1671	248	sp|Q8LKI3|ALB32_CHLRE	422
Cladocopium275896	1104	336	sp|Q8K4Y7|CANT1_RAT	403
Cladocopium275900	1574	311	sp|Q6NMM8|F8H_ARATH	469
Cladocopium275911	1830	299	sp|P0DP15|SNF1_FUSVI	698
Cladocopium275927	1586	463	sp|Q67XX3|FB252_ARATH	502
Cladocopium275942	635	211	sp|P29413|CALR_DROME	406
Cladocopium275944	1102	293	sp|E1BNQ4|NNRD_BOVIN	329
Cladocopium275951	625	117	sp|Q6NPF9|TRXY1_ARATH	172
Cladocopium275955	821	241	sp|P53078|SDT1_YEAST	280
Cladocopium275958	646	157	sp|Q50KB1|SEP2_EMIHU	223
Cladocopium275966	820	94	sp|Q9SE95|FIP2_ARATH	298
Cladocopium275972	1197	244	sp|Q8TBP6|S2540_HUMAN	338
Cladocopium276015	2477	611	sp|L0N7N1|KIF14_MOUSE	1674
Cladocopium276039	875	150	sp|P0CQ38|SYM1_CRYNJ	190
Cladocopium276051	1717	479	sp|P12955|PEPD_HUMAN	493
Cladocopium276052	1080	88	sp|Q6NPN3|C3H58_ARATH	465
Cladocopium276053	874	179	sp|D0E8I5|PHNZ_UNCHF	190
Cladocopium276058	1341	318	sp|Q88FY2|6HN3M_PSEPK	382
Cladocopium276065	1812	125	sp|Q07282|TCR5_ECOLX	405
Cladocopium276076	981	175	sp|Q54T49|APT11_DICDI	226
Cladocopium276085	1691	412	sp|O34539|YJIC_BACSU	392
Cladocopium276089	1006	240	sp|Q8L960|SVR1_ARATH	410
Cladocopium276091	832	277	sp|Q8IVF4|DYH10_HUMAN	4471
Cladocopium276097	1095	79	sp|Q9CWR2|SMYD3_MOUSE	428
Cladocopium276113	1379	301	sp|Q84QU8|PPT2_ORYSJ	407
Cladocopium276131	1459	255	sp|P97770|THUM3_MOUSE	505
Cladocopium276135	604	111	sp|Q2YB52|PHS_NITMU	113
Cladocopium276139	1977	522	sp|Q8S4R4|CRTSO_SOLLC	615
Cladocopium276144	2067	260	sp|Q1LUM3|ENDUC_DANRE	309
Cladocopium276161	861	226	sp|Q9VL00|OTUBL_DROME	262
Cladocopium276187	1032	193	sp|O68045|DPO3E_RHOCB	704
Cladocopium276200	506	96	sp|Q92TC1|SAHH_RHIME	466
Cladocopium276214	1171	295	sp|Q9LEW8|FN3KR_ARATH	326
Cladocopium276220	811	146	sp|P09437|CYB2_WICAO	573
Cladocopium276231	891	262	sp|P48758|CBR1_MOUSE	277
Cladocopium276241	1139	246	sp|P37610|TAUD_ECOLI	283
Cladocopium276259	1200	207	sp|Q8YWD8|MSRA2_NOSS1	222
Cladocopium276260	731	147	sp|P32232|CBS_RAT	561
Cladocopium276271	755	132	sp|Q12955|ANK3_HUMAN	4377
Cladocopium276273	1089	269	sp|O32210|GR_BACSU	276
Cladocopium276275	805	188	sp|Q9DCM0|ETHE1_MOUSE	254
Cladocopium276278	577	108	sp|Q25074|AQP_HAEIX	251
Cladocopium276279	1238	266	sp|P51954|NEK1_MOUSE	1203
Cladocopium276295	1207	60	sp|O89114|DNJB5_MOUSE	348
Cladocopium276313	902	222	sp|O14105|RPE_SCHPO	228
Cladocopium276315	1059	137	sp|Q695T9|RHBL2_TOXGO	283
Cladocopium276319	1828	307	sp|Q0WLC6|PP349_ARATH	1089
Cladocopium276325	502	110	sp|P00072|CYC_FAGES	111
Cladocopium276335	1025	199	sp|Q9VDL1|LOVG_DROME	279
Cladocopium276341	859	130	sp|Q54UU1|TPPC4_DICDI	135
Cladocopium276347	743	133	sp|Q08808|ATPE_GALSU	138
Cladocopium276375	648	191	sp|Q5ATG5|APDG_EMENI	438
Cladocopium276388	1386	389	sp|Q32KI9|ARSI_MOUSE	573
Cladocopium276404	946	163	sp|O26865|Y771_METTH	143
Cladocopium276424	1437	153	sp|Q48215|Y1695_HAEIN	267
Cladocopium276453	1167	315	sp|Q0DG35|GLT2_ORYSJ	2188
Cladocopium276456	1354	381	sp|P55265|DSRAD_HUMAN	1226
Cladocopium276458	1487	252	sp|Q9UJJ7|RUSD1_HUMAN	312
Cladocopium276465	751	87	sp|Q965G5|MAK2_CAEEL	366
Cladocopium276479	1056	319	sp|Q9NV66|TYW1_HUMAN	732
Cladocopium276481	1614	391	sp|Q9C5J3|RRC1_ARATH	946
Cladocopium276489	1261	298	sp|B0R0T1|VWA8_DANRE	1896
Cladocopium276494	1400	345	sp|Q6NMM8|F8H_ARATH	469
Cladocopium276520	797	233	sp|P58905|AMT11_SOLLC	488
Cladocopium276536	535	53	sp|P46645|AAT2_ARATH	405
Cladocopium276546	1509	219	sp|Q12714|GUN1_TRILO	463
Cladocopium276547	516	172	sp|A6W216|ILVC_MARMS	490
Cladocopium276548	1399	330	sp|A4JB86|RSMH_BURVG	313
Cladocopium276558	1619	394	sp|Q7Z2H8|S36A1_HUMAN	476
Cladocopium276564	1192	257	sp|Q9CQ28|DPH6_MOUSE	267
Cladocopium276566	1272	345	sp|P91622|PDK_DROME	413
Cladocopium276571	1280	334	sp|A2AXI2|CFR_STAWA	349
Cladocopium276580	856	258	sp|Q3K5N4|MASZ_PSEPF	725
Cladocopium276592	541	175	sp|Q6CU71|GUAA_KLULA	524
Cladocopium276599	1185	272	sp|Q5U206|CALL3_RAT	149
Cladocopium276602	1943	157	sp|Q5F3Z9|ZC3HE_CHICK	730
Cladocopium276611	1020	71	sp|P32393|COMEB_BACSU	189
Cladocopium276620	3155	149	sp|Q5VJS5|DAAF4_RAT	420
Cladocopium276623	1538	412	sp|P54260|GCST_SOLTU	406
Cladocopium276631	1429	406	sp|Q8X691|CODB_ECO57	419
Cladocopium276636	2475	274	sp|P96687|YDFJ_BACSU	724
Cladocopium276640	1045	173	sp|O34948|YKWC_BACSU	288
Cladocopium276641	2056	607	sp|Q8BRH0|TMTC3_MOUSE	920
Cladocopium276655	1130	258	sp|O43304|S14L5_HUMAN	696
Cladocopium276657	788	115	sp|P00175|CYB2_YEAST	591
Cladocopium276659	828	189	sp|O94628|YGE9_SCHPO	284
Cladocopium276662	834	185	sp|O80634|PNSL1_ARATH	238
Cladocopium276671	978	270	sp|Q90240|CBPD_ANAPL	1389
Cladocopium276675	547	110	sp|P0C1J3|FKBP1_RHIO9	108
Cladocopium276687	926	169	sp|Q12955|ANK3_HUMAN	4377
Cladocopium276692	541	69	sp|P09437|CYB2_WICAO	573
Cladocopium276717	1167	270	sp|Q8T1C6|GNT1_DICDI	423
Cladocopium276720	558	75	sp|Q28IQ9|CIRBP_XENTR	166
Cladocopium276729	607	104	sp|Q9NSA2|KCND1_HUMAN	647
Cladocopium276734	784	240	sp|Q56307|BGAL_THEMA	1084
Cladocopium276735	931	301	sp|P79942|NOCT_XENLA	388
Cladocopium276739	1428	290	sp|A9UMG5|IMPTB_XENTR	317
Cladocopium276757	1017	60	sp|P41189|RL7_LIBAF	125
Cladocopium276772	501	148	sp|Q99P39|NFS1_RAT	451
Cladocopium276803	1366	351	sp|P66899|DPAL_ECOLI	398
Cladocopium276823	752	231	sp|Q9LKB9|MYO6_ARATH	1505
Cladocopium276827	1675	489	sp|Q9FL12|DEGP9_ARATH	592
Cladocopium276830	1242	197	sp|Q08BM0|TM10B_DANRE	310
Cladocopium276849	2516	318	sp|Q1LIL8|RSMH_CUPMC	325
Cladocopium276861	1136	232	sp|Q9LYW5|LUL1_ARATH	337
Cladocopium276903	518	99	sp|O59804|CH10_SCHPO	104
Cladocopium276917	1675	129	sp|O14593|RFXK_HUMAN	260
Cladocopium276920	702	186	sp|Q8C5T8|CC113_MOUSE	377
Cladocopium276929	939	207	sp|Q3ZBM7|TRPT1_BOVIN	254
Cladocopium276930	993	278	sp|Q9Z1M9|SMC1A_RAT	1233
Cladocopium276934	1126	124	sp|Q8WWF6|DNJB3_HUMAN	145
Cladocopium276939	1278	340	sp|O97397|CATLL_PHACE	324
Cladocopium276950	858	215	sp|Q8GY96|PGM_ARATH	271
Cladocopium276955	683	207	sp|Q9LVP9|VTI13_ARATH	221
Cladocopium276956	500	127	sp|Q09582|METH_CAEEL	1249
Cladocopium276960	1032	305	sp|Q55E45|MCFE_DICDI	303
Cladocopium276977	1579	432	sp|Q9SKC4|ARI10_ARATH	514
Cladocopium276981	905	168	sp|Q08647|PUS7_YEAST	676
Cladocopium276982	1903	112	sp|P13686|PPA5_HUMAN	325
Cladocopium276987	750	123	sp|P96554|Y319_MYXXA	319
Cladocopium276988	1241	79	sp|P79769|TSN_CHICK	229
Cladocopium277004	683	80	sp|B3NU20|NO66_DROER	657
Cladocopium277011	810	197	sp|Q28C65|EIF3K_XENTR	218
Cladocopium277015	793	119	sp|Q31TF9|MSRA_SHIBS	212
Cladocopium277024	1274	327	sp|Q5F478|ANR44_CHICK	990
Cladocopium277031	554	58	sp|Q5RBT7|RN139_PONAB	664
Cladocopium277037	866	86	sp|Q12236|PKH2_YEAST	1081
Cladocopium277044	1448	268	sp|G3V9D0|PGLT1_RAT	392
Cladocopium277045	1045	142	sp|Q9D8I1|MZB1_MOUSE	188
Cladocopium277049	597	190	sp|P05689|CATZ_BOVIN	304
Cladocopium277051	1299	258	sp|F4HT41|SAMC2_ARATH	345
Cladocopium277057	526	104	sp|Q39709|FCP_ISOGA	208
Cladocopium277058	842	133	sp|Q7ZU92|PARN_DANRE	660
Cladocopium277078	655	176	sp|Q9LSL9|PP445_ARATH	915
Cladocopium277082	752	138	sp|Q8N394|TMTC2_HUMAN	836
Cladocopium277088	877	141	sp|Q9UT67|IMT2_SCHPO	345
Cladocopium277090	612	148	sp|P79732|RIR1_DANRE	794
Cladocopium277102	2255	585	sp|Q8RWS8|PP199_ARATH	822
Cladocopium277103	897	216	sp|Q0C8A0|TRT7_ASPTN	286
Cladocopium277106	1005	98	sp|P00814|DCTD_BPT2	188
Cladocopium277135	1921	507	sp|Q9RA11|YU61_MORMI	557
Cladocopium277139	1037	138	sp|Q8VZE7|RAP_ARATH	671
Cladocopium277182	591	161	sp|Q5RCJ4|D19L3_PONAB	690
Cladocopium277185	931	212	sp|Q8MNT9|NMAD1_CAEEL	291
Cladocopium277205	848	157	sp|Q9Y3E5|PTH2_HUMAN	179
Cladocopium277219	1058	314	sp|Q76C99|RF1_ORYSI	791
Cladocopium277228	743	157	sp|Q6NKW7|PP164_ARATH	693
Cladocopium277229	645	66	sp|B0K1W0|ACP_THEPX	75
Cladocopium277242	592	168	sp|Q69SV0|APX8_ORYSJ	478
Cladocopium277248	584	194	sp|Q94523|SDHA_DROME	661
Cladocopium277249	680	201	sp|D5EV35|AXEA1_PRER2	480
Cladocopium277253	673	125	sp|A8MWY0|K132L_HUMAN	1029
Cladocopium277285	894	74	sp|Q9QYI7|DNJB8_MOUSE	227
Cladocopium277289	1500	268	sp|O32210|GR_BACSU	276
Cladocopium277292	1444	383	sp|Q8R0F3|SUMF1_MOUSE	372
Cladocopium277295	1154	192	sp|Q9FEP7|SUT13_ARATH	656
Cladocopium277329	911	159	sp|Q5RC69|DCTD_PONAB	178
Cladocopium277342	971	197	sp|Q9X1C1|HPR_THEMA	306
Cladocopium277361	1130	292	sp|Q59002|Y1607_METJA	390
Cladocopium277384	1126	331	sp|Q5RDQ7|VATC1_PONAB	382
Cladocopium277392	1649	107	sp|Q5BJ65|H2AV_XENTR	128
Cladocopium277405	743	67	sp|Q9ZNY3|CALR_EUGGR	401
Cladocopium277406	1120	213	sp|Q80U78|PUM1_MOUSE	1189
Cladocopium277410	522	139	sp|P42791|RL182_ARATH	187
Cladocopium277413	1267	173	sp|Q96Q83|ALKB3_HUMAN	286
Cladocopium277426	642	114	sp|Q5TBK1|N42L1_HUMAN	243
Cladocopium277430	993	272	sp|Q8XTY1|Y3414_RALSO	306
Cladocopium277453	1171	260	sp|Q9QXN4|MIOX_RAT	285
Cladocopium277467	635	162	sp|Q9ASS6|PNSL5_ARATH	259
Cladocopium277476	1611	326	sp|Q76C99|RF1_ORYSI	791
Cladocopium277482	1423	231	sp|Q9DCM0|ETHE1_MOUSE	254
Cladocopium277483	1119	128	sp|G5EC86|MOE1_CAEEL	407
Cladocopium277487	1069	106	sp|Q8VZE7|RAP_ARATH	671
Cladocopium277492	1025	182	sp|Q8T126|FNKC_DICDI	1304
Cladocopium277493	1432	152	sp|Q75M35|OML3_ORYSJ	955
Cladocopium277506	1180	141	sp|Q5BKC6|HBAP1_RAT	479
Cladocopium277513	1377	191	sp|Q5HHX4|NORA_STAAC	388
Cladocopium277531	797	245	sp|P54113|PUR91_YEAST	591
Cladocopium277538	1272	210	sp|B0YBX0|CELB_ASPFC	407
Cladocopium277547	819	196	sp|E7FAM5|LIN41_DANRE	824
Cladocopium277568	664	109	sp|P0DMA5|SCNAA_ONYTO	1959
Cladocopium277589	877	238	sp|P35055|HEM6_SOYBN	385
Cladocopium277604	1753	463	sp|Q6DCH7|SBP1B_XENLA	472
Cladocopium277633	596	180	sp|Q2QM77|PID_ORYSJ	484
Cladocopium277640	1729	428	sp|Q56X76|RH39_ARATH	621
Cladocopium277642	888	246	sp|Q5I0R4|CF300_XENTR	267
Cladocopium277643	1012	300	sp|Q8K337|I5P2_MOUSE	993
Cladocopium277716	1438	426	sp|P49731|MCM6_SCHPO	892
Cladocopium277719	1581	283	sp|Q4PSY4|GOLS7_ARATH	332
Cladocopium277723	1842	308	sp|Q6H4N0|GT21_ORYSJ	434
Cladocopium277760	519	137	sp|Q6TDP4|KLH17_HUMAN	642
Cladocopium277766	1333	342	sp|Q6M9M7|Y1998_PARUW	383
Cladocopium277774	751	250	sp|Q5JK84|RH15_ORYSJ	432
Cladocopium277783	606	161	sp|P14832|CYPH_YEAST	162
Cladocopium277786	1257	278	sp|Q5R6D1|CATB_PONAB	339
Cladocopium277788	586	195	sp|Q9EQG6|KDIS_RAT	1762
Cladocopium277794	1854	438	sp|A4QP75|TRM2B_DANRE	480
Cladocopium277821	1344	310	sp|Q6UW63|PLGT2_HUMAN	502
Cladocopium277823	1125	316	sp|Q9CAM7|RFC2_ARATH	333
Cladocopium277831	709	234	sp|Q923J6|DYH12_RAT	3092
Cladocopium277841	589	116	sp|Q9SAR5|AKR2A_ARATH	342
Cladocopium277849	770	187	sp|P0C956|GEL4_ASPFU	548
Cladocopium277853	1253	248	sp|Q11TT6|PUR7_CYTH3	310
Cladocopium277856	1539	467	sp|Q9C8G5|CSCLD_ARATH	724
Cladocopium277875	2098	643	sp|Q9FLE4|GUF1_ARATH	663
Cladocopium277876	1096	220	sp|B2UCS1|PRMA_RALPJ	298
Cladocopium277880	679	140	sp|C7YQJ2|CBPYA_NECH7	537
Cladocopium277891	1162	148	sp|Q9DAN9|CF97D_MOUSE	164
Cladocopium277910	528	96	sp|P43188|KADC_MAIZE	222
Cladocopium277912	1521	444	sp|P80576|AROF_NEUCR	481
Cladocopium277915	601	200	sp|Q54Z26|GLYC1_DICDI	457
Cladocopium277918	542	92	sp|Q9VCF0|Y5902_DROME	243
Cladocopium277927	864	237	sp|Q5I0I5|USB1_RAT	267
Cladocopium277940	528	121	sp|Q9HLN1|Y196_THEAC	208
Cladocopium277949	632	93	sp|Q3ZBX7|ANKR1_BOVIN	319
Cladocopium277965	1112	182	sp|Q5UQK2|YR406_MIMIV	191
Cladocopium277970	1203	311	sp|Q6P8M1|TATD1_MOUSE	295
Cladocopium278004	616	102	sp|P22638|HEPA_NOSS1	607
Cladocopium278015	554	184	sp|P37518|YCHF_BACSU	366
Cladocopium278019	933	232	sp|Q43298|CH62_MAIZE	576
Cladocopium278020	1060	167	sp|P38494|RS1H_BACSU	382
Cladocopium278027	1240	296	sp|O15075|DCLK1_HUMAN	740
Cladocopium278032	588	122	sp|Q9SLG9|PI5K5_ARATH	772
Cladocopium278040	1506	321	sp|Q9USK8|AGS1_SCHPO	2410
Cladocopium278045	1058	231	sp|Q9DA39|LFG4_MOUSE	238
Cladocopium278060	1071	323	sp|Q5QMN3|RH20_ORYSJ	494
Cladocopium278064	514	167	sp|P07038|PMA1_NEUCR	920
Cladocopium278068	1310	313	sp|Q97UA2|PIP_SACS2	310
Cladocopium278083	1210	198	sp|F4ZGF2|COMTA_DANRE	256
Cladocopium278085	1105	213	sp|Q9H9V9|JMJD4_HUMAN	463
Cladocopium278088	2343	83	sp|Q8CIN9|RFFL_RAT	362
Cladocopium278090	2546	359	sp|P9WJX1|Y2456_MYCTU	418
Cladocopium278094	1316	199	sp|Q5R7K7|SENP2_PONAB	589
Cladocopium278132	1323	117	sp|P28742|KIP1_YEAST	1111
Cladocopium278144	1620	425	sp|O34539|YJIC_BACSU	392
Cladocopium278146	1513	244	sp|Q10SM2|FN3KR_ORYSJ	342
Cladocopium278148	1367	406	sp|A3SR25|XSC_ROSNI	603
Cladocopium278176	544	180	sp|P25782|CYSP2_HOMAM	323
Cladocopium278183	1223	379	sp|Q9BHM6|OCDH_PECMA	399
Cladocopium278188	672	224	sp|Q6NYL3|ECHP_DANRE	718
Cladocopium278189	646	193	sp|Q9W429|S35B4_DROME	352
Cladocopium278198	1362	330	sp|O74326|CID11_SCHPO	478
Cladocopium278212	2460	305	sp|Q9VUC6|FRL_DROME	1183
Cladocopium278214	2004	182	sp|Q6B9X6|VWKA_DICDI	625
Cladocopium278216	1168	284	sp|Q0C8A0|TRT7_ASPTN	286
Cladocopium278219	948	250	sp|Q922Q5|S35B3_MOUSE	369
Cladocopium278236	502	147	sp|Q499W2|SLD5_RAT	223
Cladocopium278238	567	119	sp|A3C6G9|GCSH_ORYSJ	164
Cladocopium278246	954	199	sp|Q920Q8|NS1BP_MOUSE	642
Cladocopium278254	936	179	sp|Q8W496|PTC52_ARATH	559
Cladocopium278257	998	294	sp|P50578|AK1A1_PIG	325
Cladocopium278260	761	169	sp|Q54GD8|PX24C_DICDI	184
Cladocopium278270	872	64	sp|Q9UPY8|MARE3_HUMAN	281
Cladocopium278274	745	219	sp|A7RFT2|CD123_NEMVE	329
Cladocopium278285	1259	317	sp|O82392|THIC_ARATH	644
Cladocopium278309	562	94	sp|Q8IV48|ERI1_HUMAN	349
Cladocopium278327	871	154	sp|A5D8V7|CC151_HUMAN	595
Cladocopium278338	1015	75	sp|P9WKM0|Y966_MYCTO	200
Cladocopium278345	740	219	sp|Q8R2R5|LRC61_MOUSE	259
Cladocopium278347	619	194	sp|Q9M0E5|VPS15_ARATH	1494
Cladocopium278348	1257	289	sp|Q8UAA9|BLH_AGRFC	431
Cladocopium278368	1037	269	sp|Q4DJ07|PGFS_TRYCC	283
Cladocopium278382	720	143	sp|H2E7U0|SMTL3_BOTBR	392
Cladocopium278408	1167	321	sp|P35249|RFC4_HUMAN	363
Cladocopium278409	1017	222	sp|Q5BCC5|CAN_EMENI	228
Cladocopium278415	697	100	sp|Q8S4F6|SQD2_ARATH	510
Cladocopium278461	540	67	sp|P20115|CISY4_ARATH	474
Cladocopium278471	1476	146	sp|Q9CX80|CYGB_MOUSE	190
Cladocopium278481	525	98	sp|Q9LNV5|C3H4_ARATH	481
