query	qlen.bp	qtrans.aa	hit	hlen.aa
Mcavernosa01868-RA	2095	167	sp|Q0P5Y3|TPPP2_MOUSE	170
Mcavernosa01862-RA	5050	123	sp|A1A5X5|ADIPL_DANRE	318
Mcavernosa01864-RA	2333	195	sp|Q99747|SNAG_HUMAN	312
Mcavernosa01874-RA	456	105	sp|Q4U1U2|MAFA_XENTR	289
Mcavernosa01872-RA	555	117	sp|O57342|MAFA_COTJA	286
Mcavernosa01871-RA	864	189	sp|Q09YM8|CTTB2_RABIT	1664
Mcavernosa01869-RA	838	56	sp|Q9P209|CEP72_HUMAN	647
Mcavernosa01876-RA	1304	137	sp|A6QLU6|AGRD1_BOVIN	902
Mcavernosa01870-RA	2020	129	sp|Q501X2|CEP72_DANRE	532
Mcavernosa01873-RA	3699	200	sp|Q80T32|AGRD1_MOUSE	903
Mcavernosa01882-RA	3180	713	sp|Q9P278|FNIP2_HUMAN	1114
Mcavernosa01879-RA	2616	370	sp|Q9P3W6|YLI2_SCHPO	468
Mcavernosa01884-RA	405	86	sp|Q6DFC6|WDR75_XENLA	832
Mcavernosa01891-RA	1019	243	sp|P51166|CDK5_XENLA	292
Mcavernosa01889-RA	702	234	sp|O88329|MYO1A_MOUSE	1043
Mcavernosa01887-RA	321	104	sp|O43795|MYO1B_HUMAN	1136
Mcavernosa01886-RA	627	149	sp|P46735|MYO1B_MOUSE	1107
Mcavernosa01888-RA	336	102	sp|O43795|MYO1B_HUMAN	1136
Mcavernosa01906-RA	1579	513	sp|Q9W3M3|UBR3_DROME	2219
Mcavernosa01901-RA	874	166	sp|Q15382|RHEB_HUMAN	184
Mcavernosa01896-RA	3376	364	sp|B8UU59|PK1L_ACRMI	3029
Mcavernosa01893-RA	6498	2017	sp|B8UU59|PK1L_ACRMI	3029
Mcavernosa01902-RA	1215	71	sp|Q53TQ3|IN80D_HUMAN	1027
Mcavernosa01907-RA	423	61	sp|Q5R802|KANL2_PONAB	492
Mcavernosa01905-RA	2378	201	sp|Q9XT26|CCNT1_HORSE	727
Mcavernosa01899-RA	794	133	sp|Q9QXT0|CNPY2_MOUSE	182
Mcavernosa01898-RA	1269	394	sp|Q5RF65|GBA3_PONAB	469
Mcavernosa01913-RA	2222	649	sp|F1QJX5|UBR3_DANRE	1863
Mcavernosa01912-RA	666	42	sp|Q5REY7|UBXN7_PONAB	489
Mcavernosa01911-RA	1824	607	sp|Q5U430|UBR3_MOUSE	1889
Mcavernosa01918-RA	1680	492	sp|Q0VFZ6|CC173_HUMAN	552
Mcavernosa01915-RA	3210	757	sp|Q8VHH5|AGAP3_MOUSE	910
Mcavernosa01923-RA	3037	104	sp|Q1ED39|KNOP1_HUMAN	458
Mcavernosa01919-RA	3461	288	sp|O75689|ADAP1_HUMAN	374
Mcavernosa01926-RA	411	51	sp|A7YVI8|OXLD1_BOVIN	153
Mcavernosa01922-RA	3868	298	sp|O75689|ADAP1_HUMAN	374
Mcavernosa01924-RA	957	98	sp|Q6PK04|CC137_HUMAN	289
Mcavernosa01928-RA	2619	333	sp|P0CI65|NPHP3_DANRE	1303
Mcavernosa01920-RA	540	170	sp|Q3UG98|NAT9_MOUSE	241
Mcavernosa01936-RA	2277	189	sp|O88923|AGRL2_RAT	1487
Mcavernosa01953-RA	3105	250	sp|Q8BH75|RNF41_MOUSE	317
Mcavernosa01951-RA	663	204	sp|Q8N0W3|FCSK_HUMAN	1084
Mcavernosa01945-RA	1596	522	sp|Q6TDP4|KLH17_HUMAN	642
Mcavernosa01947-RA	4344	1069	sp|Q7TMC8|FCSK_MOUSE	1090
Mcavernosa01943-RA	1164	238	sp|Q9C040|TRIM2_HUMAN	744
Mcavernosa01958-RA	3052	195	sp|Q3SZ48|PP4P2_BOVIN	257
Mcavernosa01954-RA	6336	1622	sp|Q69YN4|VIR_HUMAN	1812
Mcavernosa01963-RA	1607	373	sp|P12345|AATM_RABIT	430
Mcavernosa01962-RA	2591	266	sp|Q96JC4|ZN479_HUMAN	524
Mcavernosa01959-RA	3236	613	sp|O35242|FAN_MOUSE	920
Mcavernosa01967-RA	258	84	sp|Q95JD5|ST1B1_CANLF	296
Mcavernosa01964-RA	540	150	sp|O00338|ST1C2_HUMAN	296
Mcavernosa01966-RA	501	132	sp|Q7ZUS4|ST2S2_DANRE	301
Mcavernosa01965-RA	348	77	sp|A0A173GP47|LST_PHOPY	370
Mcavernosa01974-RA	2652	782	sp|P41180|CASR_HUMAN	1078
Mcavernosa01976-RA	536	159	sp|Q803X4|DCA13_DANRE	445
Mcavernosa01983-RA	576	118	sp|Q61827|MAFK_MOUSE	156
Mcavernosa01985-RA	1233	118	sp|Q8MVR1|GBPC_DICDI	2631
Mcavernosa01982-RA	237	53	sp|Q3SZ85|PTRD1_BOVIN	140
Mcavernosa01987-RA	1650	112	sp|Q8IMA8|PANG2_DROME	1192
Mcavernosa01981-RA	1442	248	sp|P68252|1433G_BOVIN	247
Mcavernosa01978-RA	4507	503	sp|A6H8T7|CBPC2_DANRE	721
Mcavernosa01986-RA	817	120	sp|P63255|CRIP1_RAT	77
Mcavernosa01984-RA	411	129	sp|Q71U00|SKP1_XENLA	163
Mcavernosa01989-RA	3113	50	sp|P25159|STAU_DROME	1026
Mcavernosa01995-RA	579	190	sp|Q9D083|SPC24_MOUSE	201
Mcavernosa01996-RA	1263	94	sp|P51476|OPSP_COLLI	349
Mcavernosa01990-RA	2938	631	sp|Q8K078|SO4A1_MOUSE	723
Mcavernosa01992-RA	959	148	sp|Q9USM7|TIM23_SCHPO	210
Mcavernosa01994-RA	1100	82	sp|Q5I0X7|TTC32_HUMAN	151
Mcavernosa01988-RA	1645	500	sp|Q5M7M7|STAU2_XENTR	624
Mcavernosa01999-RA	957	256	sp|Q16836|HCDH_HUMAN	314
Mcavernosa02012-RA	2200	323	sp|Q3UQI9|MINY4_MOUSE	744
Mcavernosa02003-RA	3103	519	sp|Q9JID6|ACSL1_CAVPO	698
Mcavernosa02006-RA	2579	556	sp|Q9JID6|ACSL1_CAVPO	698
Mcavernosa02011-RA	1658	516	sp|O88813|ACSL5_RAT	683
Mcavernosa02017-RA	1314	361	sp|Q3ZBF0|NADE_BOVIN	706
Mcavernosa02022-RA	504	113	sp|Q6GN67|ADM1A_XENLA	404
Mcavernosa02024-RA	786	239	sp|P25977|UBF1_RAT	764
Mcavernosa02020-RA	990	124	sp|Q13057|COASY_HUMAN	564
Mcavernosa02018-RA	1552	237	sp|Q711T7|NADE_MOUSE	725
Mcavernosa02023-RA	552	117	sp|Q6P877|ADRM1_XENTR	404
Mcavernosa02019-RA	1158	386	sp|Q5ZMA6|NADE_CHICK	707
Mcavernosa02016-RA	1506	501	sp|Q13057|COASY_HUMAN	564
Mcavernosa02021-RA	237	77	sp|Q13057|COASY_HUMAN	564
Mcavernosa02038-RA	974	128	sp|Q9VKA4|Y1760_DROME	1093
Mcavernosa02028-RA	1531	467	sp|Q969R8|ITFG2_HUMAN	447
Mcavernosa02036-RA	450	149	sp|Q5T848|GP158_HUMAN	1215
Mcavernosa02034-RA	1392	395	sp|B2RZ17|FBXW2_RAT	454
Mcavernosa02031-RA	1401	348	sp|E1BBQ2|GP158_BOVIN	1216
Mcavernosa02026-RA	900	199	sp|Q9D819|IPYR_MOUSE	289
Mcavernosa02033-RA	351	78	sp|Q28CX0|ELP6_XENTR	266
Mcavernosa02030-RA	566	146	sp|Q9UKT8|FBXW2_HUMAN	454
Mcavernosa02040-RA	2607	360	sp|Q8TDM6|DLG5_HUMAN	1919
Mcavernosa02043-RA	7386	752	sp|O02827|MYLK_SHEEP	438
Mcavernosa02054-RA	1610	94	sp|Q96LR7|CB050_HUMAN	162
Mcavernosa02048-RA	2640	352	sp|B4MYA4|TRET1_DROWI	872
Mcavernosa02052-RA	1574	488	sp|Q9JJZ1|GTR8_RAT	478
Mcavernosa02053-RA	1262	395	sp|Q9YIC0|EF1A_ORYLA	461
Mcavernosa02050-RA	426	141	sp|B4J913|TRET1_DROGR	929
Mcavernosa02057-RA	1405	126	sp|Q8C4M7|CENPU_MOUSE	410
Mcavernosa02061-RA	1788	211	sp|Q8CCK0|H2AW_MOUSE	372
Mcavernosa02068-RA	1548	88	sp|Q27403|GCM_DROME	504
Mcavernosa02065-RA	1514	434	sp|Q9Y6A2|CP46A_HUMAN	500
Mcavernosa02067-RA	666	218	sp|Q460N3|PAR15_HUMAN	678
Mcavernosa02080-RA	2257	106	sp|Q09YM8|CTTB2_RABIT	1664
Mcavernosa02074-RA	831	84	sp|Q02218|ODO1_HUMAN	1023
Mcavernosa02073-RA	2126	201	sp|Q8CFF0|PAR11_MOUSE	331
Mcavernosa02077-RA	1702	423	sp|Q5RCB8|ODO1_PONAB	1023
Mcavernosa02071-RA	1076	291	sp|Q9Y6A2|CP46A_HUMAN	500
Mcavernosa02075-RA	401	126	sp|Q5R9L8|OGDHL_PONAB	1010
Mcavernosa02079-RA	1515	248	sp|C6KSS5|LRR2_PLAF7	2752
Mcavernosa02076-RA	297	97	sp|O61199|ODO1_CAEEL	1029
Mcavernosa02082-RA	1230	101	sp|P46060|RAGP1_HUMAN	587
Mcavernosa02083-RA	1204	213	sp|Q9XTF3|MBK2_CAEEL	817
Mcavernosa02111-RA	6194	395	sp|Q8C1B2|PARPT_MOUSE	657
Mcavernosa02110-RA	721	137	sp|Q6P338|STEEP_XENTR	222
Mcavernosa02109-RA	954	296	sp|Q5BP74|KC1D_XENLA	415
Mcavernosa02124-RA	1455	54	sp|Q8BUH7|RNF26_MOUSE	424
Mcavernosa02117-RA	5052	1006	sp|Q8BZ20|PAR12_MOUSE	711
Mcavernosa02122-RA	3598	241	sp|O18405|SURF4_DROME	270
Mcavernosa02127-RA	627	132	sp|P24062|IGF1R_RAT	1370
Mcavernosa02123-RA	1470	274	sp|P90648|MHCKB_DICDI	732
Mcavernosa02119-RA	3429	627	sp|Q5T1B0|AXDN1_HUMAN	1012
Mcavernosa02118-RA	3426	209	sp|Q8K3Y6|ZCCHV_RAT	776
Mcavernosa02114-RA	1857	460	sp|Q8BZ20|PAR12_MOUSE	711
Mcavernosa02113-RA	601	114	sp|Q9H0J9|PAR12_HUMAN	701
Mcavernosa02115-RA	1098	127	sp|Q8BFR1|ZCCHL_MOUSE	296
Mcavernosa02129-RA	969	253	sp|Q9DE49|PGFRA_DANRE	1059
Mcavernosa02133-RA	3413	903	sp|P19615|MYP_STRPU	1357
Mcavernosa02130-RA	927	124	sp|Q7TT36|AGRA3_MOUSE	1310
Mcavernosa02128-RA	942	194	sp|A4IFW2|PTPRF_DANRE	1909
Mcavernosa02134-RA	2267	109	sp|F6VAN0|ATF6A_MOUSE	656
Mcavernosa02138-RA	363	118	sp|Q5ZJK0|RGPS1_CHICK	584
Mcavernosa02137-RA	534	148	sp|Q4R7W3|RGPS2_MACFA	557
Mcavernosa02141-RA	2406	554	sp|Q7LHG5|YI31B_YEAST	1498
Mcavernosa02143-RA	2107	249	sp|P43234|CATO_HUMAN	321
Mcavernosa02144-RA	1278	349	sp|O77457|T23O_ANOGA	392
Mcavernosa02155-RA	6954	1230	sp|Q8TF72|SHRM3_HUMAN	1996
Mcavernosa02151-RA	2905	516	sp|Q13123|RED_HUMAN	557
Mcavernosa02156-RA	1458	374	sp|Q4HX89|BTN1_GIBZE	455
Mcavernosa02148-RA	1542	48	sp|Q6DJR2|WWC2_XENTR	1171
Mcavernosa02154-RA	591	146	sp|Q5RC69|DCTD_PONAB	178
Mcavernosa02150-RA	555	169	sp|Q9BUY7|EFC11_HUMAN	163
Mcavernosa02164-RA	1526	79	sp|Q0VFH6|RM22_XENTR	204
Mcavernosa02160-RA	3588	722	sp|Q8TEQ6|GEMI5_HUMAN	1508
Mcavernosa02159-RA	1032	287	sp|Q29611|CLN3_CANLF	438
Mcavernosa02162-RA	1107	293	sp|Q91175|ADA1A_ORYLA	470
Mcavernosa02165-RA	3109	930	sp|Q90YM8|CYFP1_DANRE	1253
Mcavernosa02163-RA	5070	1219	sp|Q8BX17|GEMI5_MOUSE	1502
Mcavernosa02157-RA	1305	373	sp|Q29611|CLN3_CANLF	438
Mcavernosa35087-RA	966	73	sp|Q8CIE4|PAR10_MOUSE	960
Mcavernosa35096-RA	747	151	sp|Q2NKQ1|SGSM1_HUMAN	1148
Mcavernosa35097-RA	360	119	sp|P50143|TCPG_XENLA	547
Mcavernosa35102-RA	2091	437	sp|A0JMP0|PGGHG_DANRE	655
Mcavernosa35105-RA	1631	187	sp|F1PZV2|MFS12_CANLF	478
Mcavernosa35107-RA	696	218	sp|Q62413|EPHA6_MOUSE	1035
Mcavernosa35111-RA	387	69	sp|Q6ZS30|NBEL1_HUMAN	2694
Mcavernosa35109-RA	474	154	sp|Q01405|SC23A_MOUSE	765
Mcavernosa35112-RA	624	163	sp|Q6ZS30|NBEL1_HUMAN	2694
Mcavernosa35118-RA	1533	316	sp|P21328|RTJK_DROME	916
Mcavernosa35115-RA	753	104	sp|P41252|SYIC_HUMAN	1262
Mcavernosa35125-RA	3087	629	sp|O60290|ZN862_HUMAN	1169
Mcavernosa35122-RA	384	117	sp|P25694|CDC48_YEAST	835
Mcavernosa35123-RA	261	79	sp|Q5F356|PI42A_CHICK	405
Mcavernosa35131-RA	1148	86	sp|Q08BH7|UBE2T_DANRE	194
Mcavernosa35129-RA	858	263	sp|Q9TRY0|FKBP4_BOVIN	459
Mcavernosa35133-RA	684	165	sp|Q9KQS0|DCTQ_VIBCH	232
Mcavernosa35139-RA	924	109	sp|Q9GV16|EGCSE_CYANO	503
Mcavernosa35136-RA	429	102	sp|Q60864|STIP1_MOUSE	543
Mcavernosa35140-RA	399	67	sp|Q6DHU1|CLP1L_DANRE	538
Mcavernosa35142-RA	687	57	sp|Q588U8|CFDP2_TRAJA	574
Mcavernosa35150-RA	1738	241	sp|E2JA28|DDAC_ENTAG	329
Mcavernosa35149-RA	480	155	sp|A6NHN0|OTOL1_HUMAN	477
Mcavernosa35145-RA	495	40	sp|Q9Y2U5|M3K2_HUMAN	619
Mcavernosa35152-RA	1221	395	sp|P06276|CHLE_HUMAN	602
Mcavernosa35147-RA	1083	310	sp|Q3U3V8|XRRA1_MOUSE	786
Mcavernosa35153-RA	1330	243	sp|A0JNU3|LPP60_MOUSE	564
Mcavernosa35154-RA	845	261	sp|Q9JLI7|SPAG6_MOUSE	507
Mcavernosa35155-RA	1059	107	sp|Q6PB70|ANO8_MOUSE	1060
Mcavernosa35169-RA	1518	428	sp|A0A1B0GUU1|CQ113_HUMAN	675
Mcavernosa35164-RA	1424	165	sp|Q9BTV4|TMM43_HUMAN	400
Mcavernosa35165-RA	939	268	sp|Q5XG71|UTP20_MOUSE	2788
Mcavernosa35168-RA	423	94	sp|A6QP15|HOT_BOVIN	466
Mcavernosa35173-RA	870	255	sp|Q6Q759|SPG17_HUMAN	2223
Mcavernosa35172-RA	489	124	sp|Q6ZTR5|CFA47_HUMAN	3187
Mcavernosa35174-RA	1041	153	sp|P12348|PER_DROPS	1271
Mcavernosa35175-RA	495	78	sp|P47807|MYO1A_CHICK	1045
Mcavernosa35183-RA	530	163	sp|Q99N01|SO4A1_RAT	723
Mcavernosa35184-RA	621	199	sp|Q805E5|CHSTE_DANRE	367
Mcavernosa35186-RA	450	106	sp|E1C231|LTN1_CHICK	1766
Mcavernosa35187-RA	612	170	sp|Q63155|DCC_RAT	1445
Mcavernosa35189-RA	399	39	sp|Q8TCQ1|MARH1_HUMAN	289
Mcavernosa35188-RA	510	96	sp|Q9VN93|CPR1_DROME	614
Mcavernosa35191-RA	837	102	sp|O96028|NSD2_HUMAN	1365
Mcavernosa35199-RA	1815	133	sp|P0CI65|NPHP3_DANRE	1303
Mcavernosa35200-RA	1361	88	sp|P0A4A5|RS12_STRLI	123
Mcavernosa35205-RA	495	113	sp|Q6DCC6|GTPB6_XENLA	527
Mcavernosa35207-RA	402	109	sp|Q0WYX8|MDGA1_CHICK	949
Mcavernosa35206-RA	498	162	sp|Q95VY2|TCTP_BRABE	169
Mcavernosa35208-RA	201	62	sp|Q9JHL3|ECEL1_RAT	775
Mcavernosa35215-RA	555	181	sp|B8GLE4|GSA_THISH	428
Mcavernosa35212-RA	828	227	sp|Q8TDY8|IGDC4_HUMAN	1250
Mcavernosa35216-RA	435	136	sp|Q69TY4|PR2E1_ORYSJ	232
Mcavernosa35214-RA	1938	223	sp|A1AVQ1|GSA_RUTMC	428
Mcavernosa35218-RA	208	69	sp|Q9H0R3|TM222_HUMAN	208
Mcavernosa35221-RA	621	174	sp|Q4R4S5|LICH_MACFA	399
Mcavernosa35223-RA	228	51	sp|Q6C2U0|HIS4_YARLI	264
Mcavernosa35222-RA	177	46	sp|Q5ZKB8|CDPF1_CHICK	124
Mcavernosa35227-RA	714	235	sp|Q8BW94|DYH3_MOUSE	4083
Mcavernosa35228-RA	282	84	sp|Q9Z2I4|ROBO3_MOUSE	1366
Mcavernosa35229-RA	261	82	sp|Q6ZHE5|DCYD1_ORYSJ	426
Mcavernosa35233-RA	495	102	sp|A4IGL7|PXDN_XENTR	1457
Mcavernosa03235-RA	1869	173	sp|Q6UVY6|MOXD1_HUMAN	613
Mcavernosa03232-RA	522	129	sp|Q03350|TSP2_MOUSE	1172
Mcavernosa03247-RA	682	118	sp|Q9Y2M2|SSUH2_HUMAN	353
Mcavernosa03242-RA	621	99	sp|Q8BYW1|RHG25_MOUSE	648
Mcavernosa03243-RA	621	104	sp|Q6PA69|DEFI6_XENLA	596
Mcavernosa03248-RA	2300	163	sp|Q5XK94|TIDC1_XENLA	256
Mcavernosa03244-RA	2163	278	sp|Q9Y2M2|SSUH2_HUMAN	353
Mcavernosa03238-RA	428	91	sp|A7RT29|LTOR5_NEMVE	91
Mcavernosa03241-RA	540	125	sp|Q5F4B2|SWP70_CHICK	586
Mcavernosa03254-RA	717	99	sp|Q9Z0V1|KCND3_MOUSE	655
Mcavernosa03249-RA	4266	831	sp|Q14BI2|GRM2_MOUSE	872
Mcavernosa03256-RA	1122	353	sp|Q9TTT5|KCND3_RABIT	655
Mcavernosa03251-RA	912	300	sp|Q9TTT5|KCND3_RABIT	655
Mcavernosa03250-RA	2874	404	sp|Q9UHI6|DDX20_HUMAN	824
Mcavernosa03255-RA	345	104	sp|P17971|KCNAL_DROME	571
Mcavernosa03264-RA	813	150	sp|P22933|GBRD_MOUSE	449
Mcavernosa03266-RA	450	94	sp|Q24352|GBRAL_DROME	686
Mcavernosa03265-RA	399	85	sp|Q5EA06|GBRP_BOVIN	440
Mcavernosa03262-RA	1313	96	sp|P24045|GBRB4_CHICK	488
Mcavernosa03263-RA	399	38	sp|Q09453|GLRB4_CAEEL	473
Mcavernosa03259-RA	636	114	sp|P22933|GBRD_MOUSE	449
Mcavernosa03275-RA	1008	332	sp|A2RRH5|WDR27_HUMAN	827
Mcavernosa03273-RA	273	84	sp|A2RRH5|WDR27_HUMAN	827
Mcavernosa03272-RA	742	115	sp|Q08D01|MED29_XENTR	188
Mcavernosa03271-RA	648	85	sp|B2RY56|RBM25_MOUSE	838
Mcavernosa03270-RA	869	166	sp|P18506|GBRD_RAT	449
Mcavernosa03268-RA	2732	387	sp|P28476|GBRR2_HUMAN	465
Mcavernosa03267-RA	531	79	sp|P63079|GBRB3_RAT	473
Mcavernosa03269-RA	417	72	sp|P18506|GBRD_RAT	449
Mcavernosa03280-RA	954	289	sp|Q8K4H1|KFA_MOUSE	305
Mcavernosa03278-RA	1137	50	sp|Q9NUC0|SRTD4_HUMAN	356
Mcavernosa03279-RA	5577	1400	sp|Q8IVE3|PKHH2_HUMAN	1493
Mcavernosa03289-RA	2054	632	sp|P98192|GNPAT_MOUSE	678
Mcavernosa03292-RA	3048	811	sp|O08811|ERCC2_MOUSE	760
Mcavernosa03284-RA	2832	440	sp|Q60847|COCA1_MOUSE	3120
Mcavernosa03291-RA	375	33	sp|Q0V7M8|F167A_BOVIN	211
Mcavernosa03283-RA	996	285	sp|Q7ZVK3|SIR2_DANRE	379
Mcavernosa03285-RA	1319	190	sp|P24063|ITAL_MOUSE	1163
Mcavernosa03288-RA	1125	176	sp|B0BMW8|FACE2_RAT	308
Mcavernosa03300-RA	2729	326	sp|Q5I085|PP1B_XENTR	327
Mcavernosa03296-RA	1614	511	sp|Q3UJK4|GTPB2_MOUSE	602
Mcavernosa03298-RA	519	95	sp|Q63ZI0|KCNK9_XENLA	374
Mcavernosa03302-RA	5981	821	sp|Q3U3T8|WDR62_MOUSE	1523
Mcavernosa03308-RA	2540	188	sp|Q8VCM3|ZFY21_MOUSE	234
Mcavernosa03306-RA	988	133	sp|Q5M7A7|CNRP1_RAT	164
Mcavernosa03304-RA	195	53	sp|O60336|MABP1_HUMAN	1514
Mcavernosa03305-RA	576	173	sp|Q6NS57|MABP1_MOUSE	1503
Mcavernosa03303-RA	3908	557	sp|Q02280|KCNAE_DROME	1174
Mcavernosa03318-RA	1464	473	sp|O13065|MMP18_XENLA	467
Mcavernosa03317-RA	2015	457	sp|Q3U435|MMP25_MOUSE	615
Mcavernosa03313-RA	1055	230	sp|P62447|ZFPL1_DANRE	317
Mcavernosa03316-RA	1047	260	sp|A7S7Z9|ZFPL1_NEMVE	252
Mcavernosa03335-RA	1689	404	sp|P9WKC1|Y1425_MYCTU	459
Mcavernosa03331-RA	1311	332	sp|Q01H84|SELN_XENTR	562
Mcavernosa03329-RA	2625	512	sp|P51512|MMP16_HUMAN	607
Mcavernosa03325-RA	2019	452	sp|Q3U435|MMP25_MOUSE	615
Mcavernosa03332-RA	483	157	sp|Q9H0R1|AP5M1_HUMAN	490
Mcavernosa03328-RA	408	120	sp|Q99542|MMP19_HUMAN	508
Mcavernosa03327-RA	477	156	sp|Q9JHI0|MMP19_MOUSE	527
Mcavernosa03333-RA	1655	118	sp|Q3Y4E2|SELN_DANRE	557
Mcavernosa03330-RA	2444	84	sp|Q9H425|CA198_HUMAN	327
Mcavernosa03336-RA	3397	331	sp|P9WKC1|Y1425_MYCTU	459
Mcavernosa03334-RA	721	210	sp|Q4R6Q7|AP5M1_MACFA	490
Mcavernosa03323-RA	1680	447	sp|P53690|MMP14_MOUSE	582
Mcavernosa03319-RA	1988	486	sp|Q9Y5R2|MMP24_HUMAN	645
Mcavernosa03322-RA	1425	260	sp|P09238|MMP10_HUMAN	476
Mcavernosa03321-RA	324	68	sp|Q9XSZ5|MMP1_HORSE	469
Mcavernosa03339-RA	2343	608	sp|Q5EAB6|PMGT1_BOVIN	660
Mcavernosa03344-RA	1714	402	sp|B2RY71|DNAI3_MOUSE	923
Mcavernosa03342-RA	576	180	sp|Q5EAB6|PMGT1_BOVIN	660
Mcavernosa03350-RA	3250	143	sp|O94813|SLIT2_HUMAN	1529
Mcavernosa03353-RA	597	46	sp|Q80V31|CE104_MOUSE	926
Mcavernosa03352-RA	693	171	sp|O60308|CE104_HUMAN	925
Mcavernosa03356-RA	1658	519	sp|Q6ZQH8|NU188_MOUSE	1759
Mcavernosa03359-RA	1893	225	sp|Q5T0D9|TPRGL_HUMAN	272
Mcavernosa03351-RA	723	218	sp|A2A825|CPLN2_MOUSE	258
Mcavernosa03361-RA	885	94	sp|Q6VFT6|FOXL2_PIG	377
Mcavernosa03366-RA	1368	285	sp|Q8N8K9|K1958_HUMAN	716
Mcavernosa03363-RA	3159	788	sp|Q5R664|COPB2_PONAB	906
Mcavernosa03369-RA	954	130	sp|P86982|IMSP1_RUDPH	148
Mcavernosa03375-RA	378	74	sp|Q61847|MEP1B_MOUSE	704
Mcavernosa03382-RA	1630	376	sp|Q9P2S5|WRP73_HUMAN	460
Mcavernosa03389-RA	861	203	sp|Q6P073|UB2J2_MOUSE	259
Mcavernosa03385-RA	804	190	sp|P86009|RBP_DRONO	238
Mcavernosa03377-RA	765	250	sp|Q7ZUC2|CAB45_DANRE	356
Mcavernosa03393-RA	1272	157	sp|O60683|PEX10_HUMAN	326
Mcavernosa03390-RA	1589	125	sp|Q5R762|CSN7A_PONAB	275
Mcavernosa03392-RA	156	46	sp|P55067|NCAN_RAT	1257
Mcavernosa03391-RA	249	52	sp|Q9ULI3|HEG1_HUMAN	1381
Mcavernosa03394-RA	372	37	sp|E9Q7X6|HEG1_MOUSE	1337
Mcavernosa03407-RA	1023	71	sp|O74853|FAP1H_SCHPO	1077
Mcavernosa03403-RA	2169	52	sp|P11873|HMGC_TETTH	100
Mcavernosa03409-RA	1726	121	sp|Q68E01|INT3_HUMAN	1043
Mcavernosa03414-RA	1343	244	sp|Q7TPD0|INT3_MOUSE	1041
Mcavernosa03423-RA	1984	233	sp|Q5RE70|INT3_PONAB	1043
Mcavernosa03422-RA	944	234	sp|Q7TPD0|INT3_MOUSE	1041
Mcavernosa03428-RA	1509	181	sp|P71359|RECQ_HAEIN	619
Mcavernosa03437-RA	1557	228	sp|Q7Z4Q2|HEAT3_HUMAN	680
Mcavernosa03441-RA	1123	230	sp|Q7Z4Q2|HEAT3_HUMAN	680
Mcavernosa03433-RA	705	65	sp|Q6DGQ4|CP087_DANRE	152
Mcavernosa03435-RA	2995	498	sp|Q6NYL5|ALAT2_DANRE	549
Mcavernosa03444-RA	510	138	sp|Q6PFM9|WDR48_DANRE	677
Mcavernosa03447-RA	1802	388	sp|Q8TAF3|WDR48_HUMAN	677
Mcavernosa03452-RA	1498	343	sp|Q83F39|TDH_COXBU	342
Mcavernosa03450-RA	1220	369	sp|Q53GD3|CTL4_HUMAN	710
Mcavernosa03453-RA	1671	537	sp|O70277|TRIM3_RAT	744
Mcavernosa03446-RA	774	156	sp|Q5FYB1|ARSI_HUMAN	569
Mcavernosa03451-RA	2252	591	sp|Q5ZIL9|KBP_CHICK	594
Mcavernosa03449-RA	879	276	sp|Q8TDR2|STK35_HUMAN	534
Mcavernosa03454-RA	1217	59	sp|Q7T320|GORAB_DANRE	336
Mcavernosa03445-RA	198	46	sp|P50430|ARSB_RAT	528
Mcavernosa03461-RA	1704	541	sp|Q9DBK0|ACO12_MOUSE	556
Mcavernosa03457-RA	2552	36	sp|B1H222|GORAB_RAT	368
Mcavernosa03466-RA	2199	477	sp|P16662|UD2B7_HUMAN	529
Mcavernosa03456-RA	1377	406	sp|A7SCH8|KYNU_NEMVE	465
Mcavernosa03463-RA	2781	883	sp|Q15477|SKIV2_HUMAN	1246
Mcavernosa03468-RA	2974	841	sp|P0DTE4|UD2A1_HUMAN	527
Mcavernosa03467-RA	1170	230	sp|Q9GLD9|UDB33_MACMU	529
Mcavernosa03465-RA	558	138	sp|Q9TSL6|UDB23_MACFA	529
Mcavernosa03473-RA	471	143	sp|A7T0W1|UXT_NEMVE	159
Mcavernosa03470-RA	1677	251	sp|O54960|CAPON_RAT	503
Mcavernosa03476-RA	525	168	sp|P79745|P3F3B_DANRE	443
Mcavernosa03477-RA	762	176	sp|Q17237|SGF3_BOMMO	351
Mcavernosa03472-RA	2924	542	sp|Q8WX92|NELFB_HUMAN	580
Mcavernosa03478-RA	4335	753	sp|Q6DEZ2|F120A_XENTR	1043
Mcavernosa03474-RA	2344	370	sp|Q10341|SST_SCHPO	504
Mcavernosa03475-RA	661	192	sp|Q86XH1|DRC11_HUMAN	822
Mcavernosa03479-RA	1261	71	sp|A8Y5T1|CA194_DANRE	164
Mcavernosa03480-RA	1592	93	sp|Q6P798|RCBT2_RAT	551
Mcavernosa03486-RA	2780	327	sp|P0C219|SLMAP_RAT	858
Mcavernosa03481-RA	2514	177	sp|O95714|HERC2_HUMAN	4834
Mcavernosa03492-RA	8253	2038	sp|B8VIW9|FP_ACRMI	1280
Mcavernosa03497-RA	650	166	sp|P04069|CBPB_ASTAS	303
Mcavernosa03495-RA	1319	368	sp|Q9UI42|CBPA4_HUMAN	421
Mcavernosa03493-RA	3062	1005	sp|B8VIW9|FP_ACRMI	1280
