isogroup1422	K18753
isogroup118303	K10809
isogroup85704	K12460
isogroup45251	K14401
isogroup189975	K10280
isogroup17717	K12193
isogroup105934	K10683
isogroup72498	K13341
isogroup23569	K08548
isogroup83170	K04353
isogroup322154	K07497
isogroup24545	K11338
isogroup328576	K05312
isogroup86189	K12189
isogroup53037	K13912
isogroup62920	K04392
isogroup49433	K21031
isogroup23056	K01599
isogroup40211	K01265
isogroup3896	K08341
isogroup137771	K19178
isogroup90752	K03654
isogroup50358	K13240
isogroup467567	K08628
isogroup300417	K02128
isogroup190692	K09342
isogroup20343	K15292
isogroup184118	K03305
isogroup160155	K10380
isogroup128408	K10899
isogroup43254	K01755
isogroup555031	K04892
isogroup146576	K14861
isogroup69520	K04163
isogroup38929	K07059
isogroup21244	K16342
isogroup150742	K02599
isogroup276265	K08465
isogroup21230	K01900
isogroup71181	K06793
isogroup97684	K03691
isogroup19419	K05357
isogroup79738	K09848
isogroup150213	K08375
isogroup441043	K12613
isogroup133679	K15837
isogroup53073	K09608
isogroup92467	K08378
isogroup41760	K17307
isogroup93942	K04984
isogroup50487	K12389
isogroup171787	K04592
isogroup2691	K12850
isogroup138640	K09848
isogroup81076	K07415
isogroup387348	K16602
isogroup11594	K17693
isogroup211258	K03798
isogroup409325	K17807
isogroup7872	K05619
isogroup3807	K13172
isogroup111881	K17385
isogroup243625	K04659
isogroup49222	K11978
isogroup67756	K00471
isogroup174865	K07868
isogroup461895	K20752
isogroup69243	K06095
isogroup15217	K11306
isogroup135965	K15503
isogroup61306	K09542
isogroup38619	K08770
isogroup83794	K10443
isogroup106662	K11577
isogroup13307	K07298
isogroup186022	K10743
isogroup289053	K17689
isogroup179636	K10457
isogroup10345	K11989
isogroup669016	K01187
isogroup52322	K18529
isogroup86238	K13750
isogroup79072	K08601
isogroup162015	K01816
isogroup255170	K15837
isogroup173736	K15538
isogroup85921	K20190
isogroup52152	K12132
isogroup199617	K02985
isogroup160110	K13366
isogroup50086	K04661
isogroup107906	K19921
isogroup24503	K11324
isogroup153805	K11997
isogroup376030	K09848
isogroup39450	K12855
isogroup138989	K10273
isogroup139662	K11699
isogroup15710	K12196
isogroup170439	K07429
isogroup333646	K04153
isogroup56195	K13649
isogroup256856	K04825
isogroup227526	K18274
isogroup66213	K09304
isogroup235711	K02149
isogroup111891	K02957
isogroup21698	K09571
isogroup81222	K18422
isogroup126084	K07937
isogroup301841	K00059
isogroup608617	K01107
isogroup76634	K17306
isogroup9621	K06545
isogroup29940	K04688
isogroup75449	K14708
isogroup43086	K07565
isogroup692898	K02971
isogroup7863	K20045
isogroup57968	K04266
isogroup249936	K02261
isogroup8215	K11644
isogroup7188	K15261
isogroup1751	K00031
isogroup210177	K02949
isogroup1081	K01379
isogroup483996	K11718
isogroup128760	K07497
isogroup66679	K10706
isogroup268849	K04165
isogroup349533	K16761
isogroup18826	K10308
isogroup235297	K06767
isogroup343666	K01855
isogroup2183	K09039
isogroup333128	K03307
isogroup97959	K05728
isogroup101697	K15837
isogroup84415	K19013
isogroup297621	K02900
isogroup89441	K06058
isogroup17864	K16833
isogroup3195	K09584
isogroup871	K03522
isogroup12560	K00588
isogroup30797	K14775
isogroup21501	K01135
isogroup212394	K12035
isogroup21934	K10612
isogroup12533	K15168
isogroup132865	K01091
isogroup271185	K04985
isogroup102943	K05126
isogroup45193	K07497
isogroup186335	K08069
isogroup29366	K00784
isogroup100554	K09229
isogroup45717	K11985
isogroup24619	K15109
isogroup9333	K10407
isogroup12508	K20358
isogroup180791	K13236
isogroup336	K02974
isogroup6807	K01444
isogroup18070	K10596
isogroup263640	K11997
isogroup23910	K01414
isogroup135611	K16610
isogroup50875	K03124
isogroup87516	K03068
isogroup66973	K08375
isogroup47262	K04936
isogroup17901	K19685
isogroup34300	K09657
isogroup34127	K13194
isogroup95575	K19491
isogroup101865	K11550
isogroup43461	K15260
isogroup251269	K04605
isogroup27226	K12165
isogroup470670	K07375
isogroup6622	K10331
isogroup16311	K13719
isogroup12421	K20865
isogroup13238	K14965
isogroup210980	K03990
isogroup20071	K13667
isogroup36151	K12366
isogroup313304	K02962
isogroup35360	K04984
isogroup614565	K15423
isogroup292	K02903
isogroup717967	K05036
isogroup82301	K01493
isogroup207023	K01396
isogroup159383	K11173
isogroup168438	K14454
isogroup277037	K17572
isogroup285587	K02936
isogroup390776	K08857
isogroup6970	K12396
isogroup321809	K08150
isogroup225667	K04882
isogroup291887	K03236
isogroup105211	K15120
isogroup146386	K10642
isogroup189239	K06711
isogroup409800	K08637
isogroup716455	K12567
isogroup124140	K01326
isogroup66771	K04608
isogroup223843	K08631
isogroup4574	K15199
isogroup46141	K04984
isogroup14853	K21067
isogroup27486	K09531
isogroup56786	K01480
isogroup75918	K09341
isogroup68925	K02992
isogroup115	K02866
isogroup385676	K04079
isogroup59932	K01673
isogroup175953	K10457
isogroup204091	K04657
isogroup149079	K06054
isogroup11469	K12173
isogroup74389	K04209
isogroup83018	K17262
isogroup74045	K01410
isogroup325069	K15259
isogroup9070	K05929
isogroup402276	K04598
isogroup351352	K15083
isogroup554421	K09876
isogroup21349	K15309
isogroup18093	K06238
isogroup12182	K08018
isogroup95658	K04854
isogroup103614	K00546
isogroup86862	K04223
isogroup705980	K02885
isogroup444745	K09632
isogroup554699	K09657
isogroup16671	K19671
isogroup147675	K06971
isogroup401464	K10348
isogroup359105	K09666
isogroup120689	K03144
isogroup57931	K03137
isogroup2778	K06819
isogroup12285	K03872
isogroup81099	K15837
isogroup72144	K10846
isogroup286965	K08745
isogroup41090	K13644
isogroup198357	K01896
isogroup91126	K09174
isogroup162949	K13248
isogroup240269	K04967
isogroup101942	K03175
isogroup87437	K10632
isogroup11673	K00472
isogroup151744	K14684
isogroup327726	K14590
isogroup35650	K00016
isogroup489603	K06238
isogroup638	K12233
isogroup145841	K10649
isogroup73289	K14307
isogroup354806	K12323
isogroup35048	K18081
isogroup14133	K17277
isogroup56663	K19006
isogroup16439	K06485
isogroup251075	K20795
isogroup6732	K11974
isogroup15178	K12618
isogroup71804	K08869
isogroup4221	K01204
isogroup114256	K00852
isogroup284247	K01869
isogroup5454	K13173
isogroup30817	K17779
isogroup80132	K12307
isogroup191311	K16669
isogroup62216	K17495
isogroup72285	K06819
isogroup80419	K08040
isogroup403989	K13240
isogroup23386	K06825
isogroup208580	K07752
isogroup253349	K00654
isogroup184247	K10380
isogroup33384	K16478
isogroup4337	K12231
isogroup76072	K11478
isogroup90766	K10380
isogroup92696	K13339
isogroup78335	K18592
isogroup17089	K00326
isogroup11941	K07962
isogroup70290	K17607
isogroup14381	K05680
isogroup19393	K04365
isogroup46127	K02350
isogroup298508	K08010
isogroup299674	K11131
isogroup90811	K01952
isogroup81195	K07375
isogroup97837	K01080
isogroup14723	K20520
isogroup8631	K09570
isogroup309043	K00600
isogroup53389	K07920
isogroup208489	K15559
isogroup20021	K11796
isogroup572154	K04079
isogroup404052	K13750
isogroup231861	K03929
isogroup375090	K04984
isogroup336012	K19499
isogroup90139	K08776
isogroup327705	K13755
isogroup138042	K00681
isogroup78910	K00512
isogroup270205	K04079
isogroup81686	K18283
isogroup17510	K02677
isogroup131692	K09228
isogroup5625	K00261
isogroup94929	K07925
isogroup17742	K20051
isogroup135919	K03538
isogroup44166	K16531
isogroup146150	K08202
isogroup49779	K00432
isogroup129603	K12593
isogroup211337	K02324
isogroup11084	K18465
isogroup94926	K20813
isogroup13607	K09207
isogroup54832	K08076
isogroup131655	K11662
isogroup26761	K08621
isogroup46242	K13869
isogroup27667	K04662
isogroup473918	K04605
isogroup80459	K08211
isogroup11737	K10380
isogroup25163	K08111
isogroup2732	K12625
isogroup6219	K03028
isogroup28367	K00757
isogroup417832	K04833
isogroup1996	K17260
isogroup47954	K08844
isogroup257	K02880
isogroup34093	K09549
isogroup37883	K19917
isogroup78427	K05614
isogroup115025	K08455
isogroup97121	K18711
isogroup187789	K04874
isogroup18609	K21286
isogroup142217	K08292
isogroup146057	K01050
isogroup49535	K19767
isogroup53679	K08193
isogroup348117	K10479
isogroup8748	K09428
isogroup125336	K03844
isogroup9181	K11352
isogroup28099	K03240
isogroup33803	K05123
isogroup630184	K19949
isogroup61951	K05726
isogroup34756	K07497
isogroup549332	K00265
isogroup24447	K12405
isogroup285	K02962
isogroup145813	K10478
isogroup190614	K05658
isogroup4356	K15172
isogroup43603	K14946
isogroup119094	K03263
isogroup303168	K05126
isogroup46467	K05116
isogroup49205	K14782
isogroup489568	K08801
isogroup33285	K01315
isogroup82402	K02577
isogroup97176	K07832
isogroup270793	K08150
isogroup17426	K09267
isogroup102975	K03979
isogroup51535	K05305
isogroup66870	K12600
isogroup84104	K10408
isogroup88046	K14863
isogroup16796	K17046
isogroup39849	K13337
isogroup229220	K04222
isogroup83833	K03331
isogroup15223	K20995
isogroup158362	K16507
isogroup49689	K00710
isogroup203885	K17989
isogroup169220	K10380
isogroup147055	K20226
isogroup35465	K04210
isogroup274831	K07374
isogroup206367	K04988
isogroup52649	K20301
isogroup168655	K12602
isogroup67933	K16855
isogroup118469	K20800
isogroup29077	K01889
isogroup18361	K07130
isogroup42307	K17592
isogroup349491	K00106
isogroup75061	K07497
isogroup152590	K02599
isogroup656770	K06058
isogroup50142	K04888
isogroup40799	K07952
isogroup105204	K08267
isogroup107697	K10837
isogroup81613	K08239
isogroup46413	K06624
isogroup25442	K06058
isogroup350833	K16506
isogroup55026	K15141
isogroup85411	K04148
isogroup471083	K10408
isogroup533936	K13912
isogroup67111	K17341
isogroup101160	K04919
isogroup43207	K09627
isogroup1381	K03685
isogroup442500	K18588
isogroup21190	K05128
isogroup182136	K04887
isogroup347343	K13273
isogroup311642	K10742
isogroup106	K02995
isogroup121765	K16777
isogroup7663	K18743
isogroup1448	K06777
isogroup213997	K15074
isogroup12213	K20359
isogroup71962	K05619
isogroup276810	K00943
isogroup235262	K16629
isogroup83874	K16629
isogroup53570	K12479
isogroup345538	K12035
isogroup135178	K08654
isogroup498139	K12458
isogroup189065	K03235
isogroup49644	K00106
isogroup126210	K09536
isogroup15108	K17257
isogroup357287	K10865
isogroup50899	K14686
isogroup97118	K09214
isogroup90789	K12373
isogroup417775	K06238
isogroup418835	K17307
isogroup316356	K15837
isogroup9950	K17300
isogroup461906	K15254
isogroup48346	K14403
isogroup80285	K09070
isogroup185246	K11229
isogroup8161	K12486
isogroup385538	K05294
isogroup12516	K18211
isogroup348145	K02703
isogroup90488	K15690
isogroup236643	K09629
isogroup43543	K14464
isogroup41383	K01301
isogroup17381	K18082
isogroup79499	K04967
isogroup66659	K11491
isogroup5446	K10144
isogroup39755	K11407
isogroup51940	K18086
isogroup10812	K00683
isogroup167994	K06631
isogroup63705	K09848
isogroup33433	K04443
isogroup288675	K20093
isogroup85750	K09641
isogroup165134	K04605
isogroup6578	K20051
isogroup52563	K10277
isogroup111364	K15340
isogroup708889	K10408
isogroup1166	K06252
isogroup7843	K19400
isogroup36545	K11875
isogroup46660	K17537
isogroup128751	K21396
isogroup133187	K18042
isogroup6910	K06110
isogroup44230	K10754
isogroup76112	K10581
isogroup560254	K10357
isogroup41887	K18183
isogroup26929	K08211
isogroup52186	K20166
isogroup97682	K16482
isogroup46946	K05948
isogroup31422	K18463
isogroup246835	K00700
isogroup145	K02938
isogroup8295	K10268
isogroup95283	K11375
isogroup310479	K10742
isogroup163029	K15046
isogroup50160	K04676
isogroup6136	K04802
isogroup417147	K01326
isogroup9442	K08202
isogroup35605	K04463
isogroup46505	K08654
isogroup47212	K17928
isogroup63298	K12823
isogroup17544	K00966
isogroup13100	K14327
isogroup241724	K02925
isogroup24645	K04490
isogroup283911	K00274
isogroup6121	K12623
isogroup13648	K03953
isogroup73852	K04984
isogroup97609	K12351
isogroup96932	K06233
isogroup250582	K00802
isogroup29549	K08343
isogroup141923	K13983
isogroup8605	K20399
isogroup82772	K06107
isogroup172831	K05127
isogroup416215	K08827
isogroup211138	K03231
isogroup26223	K01634
isogroup217	K02989
isogroup182173	K06225
isogroup388518	K13676
isogroup57548	K14766
isogroup444	K02877
isogroup118526	K00387
isogroup66325	K01823
isogroup55453	K15627
isogroup190566	K03848
isogroup347240	K05309
isogroup142113	K08202
isogroup442037	K01872
isogroup35944	K14165
isogroup153245	K01077
isogroup278395	K20796
isogroup2863	K06560
isogroup306647	K11577
isogroup663004	K06711
isogroup127086	K10408
isogroup426964	K14785
isogroup165830	K19759
isogroup17974	K02678
isogroup9315	K03956
isogroup56176	K10147
isogroup229102	K09229
isogroup190704	K05287
isogroup197763	K17535
isogroup22604	K10586
isogroup23206	K17784
isogroup58498	K10407
isogroup119114	K08202
isogroup199333	K04565
isogroup458765	K15259
isogroup210260	K12035
isogroup15437	K06238
isogroup145742	K04362
isogroup64962	K12837
isogroup63220	K10427
isogroup67298	K18085
isogroup4103	K04650
isogroup147984	K19404
isogroup53129	K02262
isogroup29465	K06068
isogroup37516	K03259
isogroup180475	K13208
isogroup149587	K15837
isogroup32199	K09228
isogroup103900	K11971
isogroup371895	K00471
isogroup64919	K15210
isogroup9263	K04437
isogroup11692	K12171
isogroup652348	K01024
isogroup169208	K01896
isogroup101059	K14077
isogroup19315	K10396
isogroup311790	K13624
isogroup610081	K19882
isogroup57719	K08465
isogroup26105	K15187
isogroup7345	K07152
isogroup68373	K13175
isogroup51337	K20402
isogroup59588	K20032
isogroup36724	K04508
isogroup305544	K00714
isogroup202814	K02324
isogroup8329	K11757
isogroup128659	K15446
isogroup172892	K08145
isogroup267349	K04841
isogroup36432	K02180
isogroup41697	K20393
isogroup56640	K10408
isogroup188413	K09228
isogroup289135	K10446
isogroup56318	K10902
isogroup88598	K07917
isogroup21880	K09114
isogroup96695	K18438
isogroup209927	K01814
isogroup3554	K00289
isogroup523790	K17255
isogroup405927	K16669
isogroup304732	K11498
isogroup646469	K05692
isogroup174985	K07497
isogroup3647	K12826
isogroup3174	K00469
isogroup59215	K01375
isogroup139459	K10182
isogroup98399	K03639
isogroup39828	K11863
isogroup1929	K00799
isogroup74862	K14834
isogroup7397	K11864
isogroup156882	K04135
isogroup65194	K02605
isogroup18181	K15449
isogroup5985	K02374
isogroup107862	K15381
isogroup62063	K01324
isogroup334584	K07497
isogroup24498	K06268
isogroup6592	K10362
isogroup105314	K14216
isogroup567	K04571
isogroup188651	K13179
isogroup36638	K08489
isogroup146532	K01832
isogroup66899	K18261
isogroup717499	K07497
isogroup274787	K02147
isogroup172693	K10380
isogroup34589	K01125
isogroup112826	K17689
isogroup20500	K12830
isogroup76485	K14696
isogroup474565	K03234
isogroup133932	K00753
isogroup3281	K14411
isogroup275727	K21598
isogroup171550	K04828
isogroup286672	K05220
isogroup18310	K08056
isogroup6919	K16469
isogroup456378	K06630
isogroup2611	K06711
isogroup67537	K19828
isogroup29965	K01081
isogroup71293	K08378
isogroup237568	K01312
isogroup3968	K03521
isogroup1234	K19765
isogroup25512	K20794
isogroup96815	K04513
isogroup423360	K04874
isogroup42316	K04892
isogroup210790	K01379
isogroup298880	K07874
isogroup594066	K20100
isogroup4069	K10380
isogroup397948	K09317
isogroup20715	K07497
isogroup35910	K04860
isogroup147252	K19948
isogroup8741	K05928
isogroup2434	K10061
isogroup29510	K11975
isogroup232225	K13242
isogroup37184	K12591
isogroup197850	K14572
isogroup551839	K09229
isogroup357272	K05673
isogroup337607	K07497
isogroup519448	K00784
isogroup45677	K13157
isogroup254	K02966
isogroup225281	K15839
isogroup421963	K11140
isogroup33447	K12861
isogroup47784	K00965
isogroup147940	K01262
isogroup33358	K05290
isogroup419028	K11995
isogroup207250	K01462
isogroup558839	K09451
isogroup58841	K01807
isogroup79772	K00106
isogroup11727	K02146
isogroup30352	K11321
isogroup26620	K14961
isogroup30199	K00558
isogroup4936	K09490
isogroup37304	K17086
isogroup113224	K15032
isogroup8915	K03386
isogroup12909	K00306
isogroup9272	K09500
isogroup517406	K09363
isogroup42830	K07966
isogroup274762	K10457
isogroup259702	K20099
isogroup47685	K00993
isogroup95213	K12021
isogroup76312	K09877
isogroup94678	K01466
isogroup12621	K11671
isogroup38041	K00227
isogroup223467	K16742
isogroup99043	K16677
isogroup164898	K00681
isogroup384246	K10455
isogroup31379	K12132
isogroup75648	K11529
isogroup39970	K10885
isogroup105109	K18273
isogroup114071	K09637
isogroup372554	K08739
isogroup75116	K09267
isogroup18103	K06841
isogroup69237	K04403
isogroup1130	K04079
isogroup796	K02868
isogroup1613	K09481
isogroup7173	K19525
isogroup229267	K10605
isogroup141661	K03648
isogroup61898	K02602
isogroup1560	K07897
isogroup19950	K00111
isogroup64604	K05502
isogroup390297	K03654
isogroup43102	K09199
isogroup155163	K13912
isogroup397162	K17341
isogroup46316	K13352
isogroup350828	K17973
isogroup36003	K06638
isogroup185572	K00070
isogroup5525	K01376
isogroup180156	K16482
isogroup73382	K13499
isogroup45169	K15014
isogroup148463	K01558
isogroup7128	K02131
isogroup38878	K04378
isogroup111948	K17086
isogroup25085	K09636
isogroup20275	K01183
isogroup54927	K16506
isogroup21718	K04674
isogroup30282	K08799
isogroup12202	K01890
isogroup63254	K15382
isogroup121754	K06755
isogroup126177	K16340
isogroup186531	K16572
isogroup442597	K09608
isogroup49315	K19199
isogroup112689	K19749
isogroup48258	K14328
isogroup127938	K09452
isogroup3587	K01802
isogroup420528	K04615
isogroup78904	K08190
isogroup67803	K04984
isogroup38214	K17525
isogroup193847	K15837
isogroup539923	K06276
isogroup251014	K14692
isogroup118251	K00106
isogroup1824	K20526
isogroup17312	K03164
isogroup17634	K09488
isogroup95175	K12603
isogroup114499	K20403
isogroup80882	K14809
isogroup7219	K00939
isogroup4825	K12373
isogroup16312	K17608
isogroup78541	K14165
isogroup29626	K03013
isogroup128665	K10684
isogroup289637	K04612
isogroup239291	K17861
isogroup335704	K04892
isogroup438845	K06269
isogroup16037	K11798
isogroup143802	K06628
isogroup33299	K16585
isogroup1070	K12462
isogroup5772	K03068
isogroup1003	K02168
isogroup77993	K14779
isogroup30338	K01672
isogroup160512	K15281
isogroup14660	K10950
isogroup124236	K16506
isogroup114719	K18163
isogroup53726	K07923
isogroup131090	K00699
isogroup100355	K01118
isogroup253230	K01201
isogroup102681	K05857
isogroup41040	K16729
isogroup17616	K06170
isogroup4650	K04097
isogroup307931	K13525
isogroup1750	K05756
isogroup56150	K04375
isogroup65603	K01349
isogroup40614	K09402
isogroup36912	K06664
isogroup124692	K20069
isogroup9514	K03544
isogroup172574	K09458
isogroup51604	K07930
isogroup39350	K03952
isogroup102953	K04239
isogroup9417	K04362
isogroup2172	K01315
isogroup59527	K06813
isogroup521321	K01285
isogroup354484	K03902
isogroup16927	K08960
isogroup37307	K12846
isogroup246838	K05312
isogroup20031	K11490
isogroup175179	K12035
isogroup1396	K10418
isogroup366959	K10264
isogroup100113	K08745
isogroup6870	K12657
isogroup23293	K16860
isogroup49104	K20465
isogroup98089	K04352
isogroup14778	K10481
isogroup9528	K06530
isogroup34376	K06775
isogroup54276	K06491
isogroup498	K09580
isogroup116549	K01280
isogroup58196	K01408
isogroup103190	K10408
isogroup16603	K11859
isogroup106084	K01493
isogroup15151	K04426
isogroup41736	K18592
isogroup99477	K13010
isogroup49289	K16774
isogroup112122	K19398
isogroup55120	K00486
isogroup551267	K08857
isogroup56381	K08844
isogroup28085	K05629
isogroup39418	K20899
isogroup11280	K06129
isogroup70121	K15261
isogroup36443	K12733
isogroup192596	K02894
isogroup28157	K07200
isogroup51396	K01556
isogroup150441	K12375
isogroup63453	K04136
isogroup420720	K12589
isogroup18460	K19330
isogroup260995	K10450
isogroup10217	K01411
isogroup315466	K00337
isogroup12069	K18592
isogroup286818	K12823
isogroup16168	K03129
isogroup209188	K13885
isogroup38471	K01054
isogroup9098	K10089
isogroup171781	K07819
isogroup90817	K04828
isogroup206039	K18703
isogroup86566	K00726
isogroup30064	K19009
isogroup13005	K05870
isogroup128180	K06709
isogroup105695	K17572
isogroup91396	K13142
isogroup4454	K06630
isogroup119315	K04079
isogroup18635	K10798
isogroup121671	K00111
isogroup726493	K00106
isogroup5492	K06468
isogroup31218	K16488
isogroup367831	K06619
isogroup730	K04488
isogroup11933	K08132
isogroup600319	K10807
isogroup114567	K14808
isogroup3761	K15174
isogroup896	K01206
isogroup14835	K09613
isogroup61064	K04688
isogroup26054	K15137
isogroup1326	K06723
isogroup122719	K17653
isogroup202281	K09537
isogroup9826	K17943
isogroup44563	K20188
isogroup18450	K09365
isogroup29091	K08876
isogroup119160	K00940
isogroup169834	K02922
isogroup349360	K12877
isogroup290126	K17495
isogroup2104	K02265
isogroup42983	K16273
isogroup49367	K12353
isogroup14843	K19511
isogroup56938	K00666
isogroup109018	K14410
isogroup874	K00134
isogroup63178	K17759
isogroup34402	K00315
isogroup126414	K08619
isogroup10630	K12158
isogroup6049	K14163
isogroup23585	K06901
isogroup586448	K04592
isogroup62044	K17570
isogroup209023	K06793
isogroup80361	K08496
isogroup146637	K00182
isogroup14210	K08145
isogroup409097	K14085
isogroup13347	K01534
isogroup818	K01527
isogroup56166	K02330
isogroup324391	K04615
isogroup11809	K07890
isogroup21996	K05293
isogroup38181	K11487
isogroup5244	K01047
isogroup9191	K09229
isogroup3470	K03260
isogroup163697	K02325
isogroup44729	K20291
isogroup103068	K01425
isogroup16018	K13720
isogroup23077	K06133
isogroup71267	K17809
isogroup349962	K04989
isogroup62088	K13196
isogroup484095	K03070
isogroup304	K01674
isogroup42579	K00942
isogroup54133	K17425
isogroup130838	K02433
isogroup39640	K09229
isogroup43714	K04253
isogroup71625	K17554
isogroup173898	K06276
isogroup70847	K10808
isogroup95129	K16459
isogroup3368	K06269
isogroup90974	K16669
isogroup102418	K14379
isogroup105040	K03801
isogroup71797	K09191
isogroup81771	K00976
isogroup408307	K04605
isogroup57524	K04148
isogroup135552	K03881
isogroup83655	K06699
isogroup209092	K14573
isogroup15676	K01759
isogroup132963	K01672
isogroup203892	K04834
isogroup20567	K03027
isogroup220324	K17341
isogroup171846	K09187
isogroup224060	K04598
isogroup32620	K16586
isogroup293878	K19613
isogroup91720	K01565
isogroup107916	K11592
isogroup98766	K09510
isogroup105653	K09624
isogroup127573	K09360
isogroup455214	K05679
isogroup188	K02921
isogroup72292	K15015
isogroup100115	K05288
isogroup173526	K16669
isogroup11075	K15414
isogroup3730	K06254
isogroup427971	K00182
isogroup140779	K11149
isogroup38848	K10862
isogroup356322	K14354
isogroup216571	K15107
isogroup107527	K08465
isogroup194919	K12877
isogroup58027	K07380
isogroup563776	K03231
isogroup172013	K01365
isogroup54028	K14808
isogroup192196	K19759
isogroup503211	K07374
isogroup150893	K16196
isogroup46889	K10900
isogroup11678	K20241
isogroup289904	K17341
isogroup30922	K18025
isogroup418388	K16669
isogroup16469	K10779
isogroup366	K12823
isogroup399196	K00774
isogroup410838	K09228
isogroup7623	K12230
isogroup222773	K06795
isogroup150064	K00029
isogroup446041	K07380
isogroup23979	K05502
isogroup69555	K07951
isogroup185798	K00857
isogroup215659	K01280
isogroup387	K11717
isogroup47670	K04512
isogroup196168	K00699
isogroup107256	K10455
isogroup158982	K10706
isogroup8206	K03063
isogroup50725	K17928
isogroup4781	K11251
isogroup118486	K03131
isogroup46417	K04593
isogroup210156	K10899
isogroup391397	K12028
isogroup18280	K15201
isogroup32277	K03007
isogroup200831	K06927
isogroup50638	K20135
isogroup23016	K16474
isogroup253922	K05665
isogroup282996	K01102
isogroup25043	K12968
isogroup659346	K06959
isogroup356297	K05048
isogroup104380	K10849
isogroup295422	K20827
isogroup323070	K11101
isogroup112963	K08776
isogroup283729	K04978
isogroup42889	K11787
isogroup2379	K13094
isogroup15375	K00059
isogroup66091	K02183
isogroup241184	K17710
isogroup1400	K08268
isogroup113514	K12401
isogroup312826	K17973
isogroup21268	K12491
isogroup37578	K00750
isogroup132153	K10570
isogroup29648	K10244
isogroup50264	K10703
isogroup224887	K04984
isogroup204434	K14072
isogroup93746	K03654
isogroup22041	K18619
isogroup19542	K18037
isogroup42728	K16896
isogroup60458	K06240
isogroup338	K02998
isogroup15895	K04978
isogroup336471	K02030
isogroup12888	K03943
isogroup346183	K19873
isogroup30120	K20092
isogroup27135	K03239
isogroup727437	K10414
isogroup45644	K14295
isogroup8826	K05869
isogroup8927	K04370
isogroup31390	K06978
isogroup39327	K11340
isogroup18414	K09851
isogroup16103	K00383
isogroup398229	K05692
isogroup49951	K20290
isogroup483943	K01206
isogroup235957	K17712
isogroup428835	K03341
isogroup479296	K01397
isogroup32797	K10408
isogroup20119	K07521
isogroup25604	K15728
isogroup10334	K18424
isogroup6473	K11099
isogroup228835	K15290
isogroup16121	K07497
isogroup21128	K14388
isogroup30402	K05614
isogroup192010	K19465
isogroup156998	K05312
isogroup210196	K11127
isogroup1163	K19369
isogroup518906	K05312
isogroup186722	K03654
isogroup429933	K00569
isogroup19966	K04659
isogroup244499	K07497
isogroup317271	K03165
isogroup503118	K17495
isogroup132596	K00726
isogroup28187	K11430
isogroup113946	K10307
isogroup28726	K19751
isogroup23985	K15122
isogroup21572	K13176
isogroup37050	K12132
isogroup141166	K08869
isogroup79834	K14559
isogroup180101	K14165
isogroup29489	K20368
isogroup326023	K04351
isogroup156521	K08187
isogroup79253	K07497
isogroup128090	K00923
isogroup637610	K07497
isogroup42151	K17278
isogroup465700	K03899
isogroup33527	K11649
isogroup76877	K20825
isogroup57801	K07436
isogroup36262	K15424
isogroup71537	K06082
isogroup87865	K16762
isogroup64591	K11887
isogroup3820	K17987
isogroup10330	K08867
isogroup18572	K12968
isogroup180683	K14572
isogroup66714	K17495
isogroup65727	K10896
isogroup146732	K14807
isogroup71390	K17592
isogroup17311	K06911
isogroup440785	K09214
isogroup60152	K13051
isogroup13355	K02599
isogroup125473	K19526
isogroup56838	K03349
isogroup56493	K20292
isogroup320384	K05673
isogroup116654	K04163
isogroup6077	K06758
isogroup27076	K05858
isogroup14345	K17577
isogroup45284	K06825
isogroup8525	K09360
isogroup261421	K06927
isogroup144305	K17307
isogroup287768	K14720
isogroup317410	K02927
isogroup172708	K10392
isogroup82636	K01126
isogroup24848	K08670
isogroup252452	K06767
isogroup114758	K00103
isogroup42682	K14951
isogroup11413	K02542
isogroup40903	K13151
isogroup371369	K01131
isogroup85718	K13366
isogroup72743	K10457
isogroup64646	K20804
isogroup351613	K15430
isogroup468005	K01754
isogroup45863	K04144
isogroup129711	K06238
isogroup16729	K17341
isogroup53721	K02599
isogroup116627	K15522
isogroup383	K03283
isogroup494861	K09609
isogroup58549	K13864
isogroup36965	K02842
isogroup139239	K15285
isogroup145116	K16777
isogroup90247	K20995
isogroup40658	K10408
isogroup69203	K04218
isogroup39287	K03175
isogroup25905	K06134
isogroup16419	K11837
isogroup3614	K03900
isogroup157706	K04255
isogroup25790	K03782
isogroup26743	K04679
isogroup56850	K10755
isogroup32842	K08064
isogroup57746	K02030
isogroup59341	K06867
isogroup298891	K11994
isogroup145170	K14439
isogroup133045	K14554
isogroup213329	K01366
isogroup465172	K20795
isogroup168289	K08187
isogroup395933	K09228
isogroup210650	K02941
isogroup20896	K06688
isogroup66777	K10380
isogroup644834	K15441
isogroup132168	K08618
isogroup86460	K05673
isogroup64819	K12597
isogroup15431	K09228
isogroup11263	K19874
isogroup594314	K21575
isogroup145452	K13510
isogroup100084	K07497
isogroup6616	K03123
isogroup231169	K05350
isogroup224831	K06560
isogroup44733	K12627
isogroup126784	K08076
isogroup54146	K09641
isogroup51481	K15200
isogroup19737	K11141
isogroup223	K06569
isogroup28454	K14395
isogroup84397	K20368
isogroup191197	K10408
isogroup5177	K09228
isogroup47931	K04097
isogroup296024	K04874
isogroup331388	K10454
isogroup141370	K11252
isogroup160161	K16467
isogroup2327	K03263
isogroup334987	K06240
isogroup162348	K19178
isogroup11609	K20649
isogroup537266	K02932
isogroup290671	K19787
isogroup8552	K03841
