isogroup283428	K03147
isogroup8149	K10593
isogroup120135	K16582
isogroup14418	K05125
isogroup294874	K01711
isogroup39563	K18160
isogroup199794	K04905
isogroup264081	K02918
isogroup115967	K16292
isogroup327282	K20365
isogroup117181	K18466
isogroup18532	K20705
isogroup348296	K00265
isogroup59501	K04908
isogroup57080	K03283
isogroup300268	K13183
isogroup119873	K06969
isogroup298646	K01551
isogroup159303	K02949
isogroup56086	K17849
isogroup86268	K15272
isogroup266560	K01768
isogroup49607	K00806
isogroup244863	K04887
isogroup279618	K09503
isogroup246534	K05766
isogroup328167	K00108
isogroup6771	K09553
isogroup278004	K06147
isogroup269506	K10457
isogroup10852	K08957
isogroup157778	K21456
isogroup309061	K08794
isogroup309155	K05673
isogroup302814	K00135
isogroup182155	K03320
isogroup29090	K01372
isogroup20067	K08737
isogroup52639	K18740
isogroup366035	K01208
isogroup302144	K00106
isogroup186694	K12323
isogroup311384	K05692
isogroup196262	K03217
isogroup4379	K04347
isogroup280918	K21862
isogroup286235	K08794
isogroup35207	K20795
isogroup65868	K10408
isogroup216285	K02691
isogroup69020	K16538
isogroup9895	K07763
isogroup69379	K17550
isogroup119	K00140
isogroup114530	K07376
isogroup161819	K14338
isogroup186962	K16726
isogroup3040	K04634
isogroup284020	K03259
isogroup79017	K01411
isogroup272552	K13047
isogroup296894	K04659
isogroup73565	K03135
isogroup15244	K17591
isogroup42772	K20099
isogroup184420	K08076
isogroup372051	K02214
isogroup173390	K13612
isogroup26069	K09230
isogroup87120	K16601
isogroup289725	K00218
isogroup312771	K08252
isogroup295722	K11323
isogroup33174	K00485
isogroup12082	K13207
isogroup79821	K12236
isogroup249515	K21919
isogroup67881	K00012
isogroup29284	K09608
isogroup38143	K11313
isogroup123913	K04459
isogroup115312	K04910
isogroup34401	K17887
isogroup54727	K00234
isogroup188095	K01179
isogroup335983	K16914
isogroup250119	K17341
isogroup115592	K07783
isogroup265400	K06630
isogroup300492	K15305
isogroup344935	K02183
isogroup231401	K13412
isogroup25092	K11674
isogroup62115	K14305
isogroup264506	K03242
isogroup156175	K06890
isogroup84559	K17964
isogroup211577	K00434
isogroup184305	K10595
isogroup241668	K22137
isogroup40305	K08910
isogroup296789	K01363
isogroup109959	K09571
isogroup205329	K03809
isogroup181942	K20242
isogroup326093	K10592
isogroup62541	K15839
isogroup203105	K00548
isogroup119483	K02953
isogroup59623	K10380
isogroup140038	K15109
isogroup293019	K00645
isogroup32224	K15293
isogroup211099	K13126
isogroup25794	K19001
isogroup378701	K12440
isogroup313121	K13412
isogroup21761	K06147
isogroup145831	K00485
isogroup76256	K13133
isogroup118250	K19041
isogroup300382	K09773
isogroup166276	K14589
isogroup266311	K18561
isogroup28028	K20281
isogroup151376	K14536
isogroup77175	K00471
isogroup157216	K04600
isogroup349713	K03018
isogroup294416	K05592
isogroup314164	K03164
isogroup3337	K05684
isogroup214602	K06670
isogroup132825	K07497
isogroup74971	K08735
isogroup116745	K16604
isogroup180030	K04905
isogroup75300	K18723
isogroup77700	K05665
isogroup122473	K13412
isogroup111011	K13719
isogroup319724	K14416
isogroup152699	K06126
isogroup408801	K17732
isogroup173314	K00472
isogroup287098	K01832
isogroup303552	K05632
isogroup184110	K10407
isogroup213178	K08798
isogroup118990	K14539
isogroup7721	K14837
isogroup62394	K16777
isogroup57	K02927
isogroup291850	K12385
isogroup39487	K14553
isogroup71418	K16524
isogroup116422	K11267
isogroup110965	K19619
isogroup26326	K00772
isogroup25823	K14411
isogroup313166	K09540
isogroup264842	K12898
isogroup8588	K06689
isogroup64472	K20099
isogroup62223	K17928
isogroup45456	K00408
isogroup202819	K10478
isogroup305737	K05275
isogroup237566	K10844
isogroup53414	K09608
isogroup209935	K06877
isogroup65779	K05218
isogroup158175	K14297
isogroup86484	K12823
isogroup129960	K06066
isogroup293056	K13125
isogroup29894	K12898
isogroup186994	K10581
isogroup81816	K03417
isogroup10962	K03061
isogroup277831	K10408
isogroup242793	K02901
isogroup16998	K15304
isogroup297454	K14950
isogroup183554	K01271
isogroup289438	K00380
isogroup79427	K05681
isogroup314929	K01517
isogroup225012	K12323
isogroup103969	K12322
isogroup15150	K16911
isogroup335257	K08576
isogroup156295	K20031
isogroup163427	K16465
isogroup288977	K18468
isogroup119187	K08860
isogroup47301	K10768
isogroup96891	K02878
isogroup1413	K12828
isogroup124254	K14610
isogroup274732	K08906
isogroup92465	K01507
isogroup41883	K07497
isogroup13123	K20799
isogroup267499	K08515
isogroup1002	K01135
isogroup80058	K03691
isogroup111671	K14440
isogroup180981	K17623
isogroup230789	K00710
isogroup378309	K18042
isogroup116354	K00434
isogroup169895	K00681
isogroup443928	K03809
isogroup307065	K03327
isogroup164663	K03173
isogroup80701	K05349
isogroup23894	K01443
isogroup115232	K05175
isogroup256752	K12879
isogroup310989	K01435
isogroup174798	K17495
isogroup91343	K04593
isogroup120015	K14440
isogroup288349	K00700
isogroup33618	K13346
isogroup109017	K10526
isogroup38068	K08202
isogroup194260	K04382
isogroup111866	K10899
isogroup162124	K06641
isogroup2171	K12757
isogroup47232	K21596
isogroup3579	K06754
isogroup266129	K01363
isogroup196499	K13447
isogroup87188	K01062
isogroup283973	K15016
isogroup62057	K20168
isogroup1961	K09428
isogroup188420	K03462
isogroup185543	K11997
isogroup7206	K15028
isogroup12642	K01109
isogroup197173	K05673
isogroup231063	K14312
isogroup259945	K02218
isogroup230188	K02112
isogroup126892	K20363
isogroup222710	K17495
isogroup450625	K04079
isogroup314599	K11204
isogroup226914	K17964
isogroup347888	K06627
isogroup293742	K08498
isogroup47407	K08139
isogroup331694	K15085
isogroup58097	K04601
isogroup279602	K00611
isogroup264246	K03773
isogroup161769	K00106
isogroup12944	K11147
isogroup118812	K02996
isogroup292678	K13577
isogroup283194	K00281
isogroup312185	K00706
isogroup11967	K05761
isogroup285130	K04460
isogroup571757	K10355
isogroup282758	K12848
isogroup38224	K09529
isogroup292190	K08813
isogroup329171	K22128
isogroup327842	K16292
isogroup120643	K10380
isogroup2793	K17254
isogroup323634	K12323
isogroup64755	K04615
isogroup40290	K03130
isogroup49135	K08794
isogroup155424	K06641
isogroup462430	K06694
isogroup16498	K11643
isogroup267011	K17725
isogroup3342	K03910
isogroup119783	K03307
isogroup99502	K00645
isogroup283272	K01599
isogroup270558	K00954
isogroup108800	K00344
isogroup75371	K06966
isogroup43215	K00476
isogroup190086	K01179
isogroup15772	K05656
isogroup75520	K06640
isogroup264560	K11209
isogroup22035	K02967
isogroup203113	K10272
isogroup81949	K08187
isogroup309833	K03327
isogroup227172	K15400
isogroup190093	K08853
isogroup21141	K03015
isogroup136799	K10600
isogroup159122	K05655
isogroup198350	K15664
isogroup58638	K03320
isogroup201005	K11855
isogroup32109	K15188
isogroup25541	K15116
isogroup173622	K01517
isogroup100575	K00002
isogroup12140	K20184
isogroup304204	K00703
isogroup364102	K10408
isogroup275148	K01749
isogroup59912	K12619
isogroup29415	K15837
isogroup80869	K02945
isogroup219461	K06689
isogroup18851	K00550
isogroup309736	K06974
isogroup62132	K14521
isogroup356486	K10380
isogroup171068	K12132
isogroup194210	K10799
isogroup144816	K05673
isogroup330711	K05034
isogroup74609	K09864
isogroup266065	K01599
isogroup46741	K19008
isogroup298782	K10358
isogroup162932	K17914
isogroup205267	K03969
isogroup129013	K04600
isogroup75695	K10877
isogroup51800	K02183
isogroup55836	K07901
isogroup86627	K15505
isogroup85492	K04398
isogroup327265	K00058
isogroup121235	K07877
isogroup71973	K06632
isogroup165919	K00545
isogroup187214	K01193
isogroup205308	K01802
isogroup89543	K19909
isogroup191660	K09568
isogroup276409	K01080
isogroup421051	K17943
isogroup49889	K13344
isogroup150857	K20051
isogroup273521	K01802
isogroup104604	K15261
isogroup237394	K03929
isogroup198740	K01201
isogroup321218	K04460
isogroup292215	K17508
isogroup81337	K00031
isogroup278064	K01537
isogroup151559	K10902
isogroup595254	K02183
isogroup118708	K00472
isogroup49569	K02433
isogroup160452	K02528
isogroup201026	K15837
isogroup188124	K12734
isogroup228080	K17783
isogroup16044	K16576
isogroup85578	K00895
isogroup173620	K17550
isogroup10064	K05750
isogroup239560	K00750
isogroup181564	K12132
isogroup45945	K01733
isogroup200984	K11294
isogroup270765	K20180
isogroup25914	K12182
isogroup309234	K08869
isogroup157321	K15920
isogroup209082	K20242
isogroup22029	K09553
isogroup328451	K12132
isogroup269804	K00002
isogroup2806	K01637
isogroup244693	K03657
isogroup109109	K16302
isogroup146457	K00939
isogroup428218	K05766
isogroup61329	K04352
isogroup86818	K11323
isogroup117242	K10598
isogroup30850	K08825
isogroup226	K02942
isogroup89793	K12483
isogroup46594	K11303
isogroup67020	K01620
isogroup315124	K13412
isogroup297679	K18156
isogroup152454	K04774
isogroup322566	K12604
isogroup288527	K07399
isogroup115886	K03553
isogroup140463	K11269
isogroup266978	K03462
isogroup30982	K09361
isogroup65750	K06252
isogroup296118	K10396
isogroup214128	K17506
isogroup116803	K00226
isogroup60950	K07299
isogroup93589	K13115
isogroup269624	K00967
isogroup87665	K17917
isogroup211375	K10408
isogroup346527	K14206
isogroup65181	K14415
isogroup63422	K17341
isogroup97948	K08379
isogroup366380	K12319
isogroup25506	K09506
isogroup70006	K01537
isogroup82136	K15687
isogroup99773	K00653
isogroup121425	K08332
isogroup179990	K01802
isogroup103150	K10284
isogroup169295	K02355
isogroup43236	K05126
isogroup237309	K19882
isogroup60919	K07151
isogroup266662	K06889
isogroup32258	K00744
isogroup300761	K01673
isogroup263964	K07466
isogroup181788	K10380
isogroup60874	K04464
isogroup302509	K01285
isogroup76528	K20195
isogroup264477	K08806
isogroup21399	K19933
isogroup30954	K17500
isogroup228792	K10408
isogroup97054	K15075
isogroup159123	K01338
isogroup550122	K07522
isogroup211027	K12823
isogroup253002	K08614
isogroup34957	K09592
isogroup39697	K04594
isogroup325166	K12586
isogroup90486	K01344
isogroup224742	K19737
isogroup248313	K01624
isogroup90130	K01362
isogroup285159	K01507
isogroup117303	K00327
isogroup271575	K11437
isogroup283561	K06834
isogroup101416	K20029
isogroup117668	K04460
isogroup2636	K04377
isogroup293798	K11136
isogroup216363	K00383
isogroup9347	K13504
isogroup205407	K03844
isogroup156522	K10643
isogroup53724	K08375
isogroup222057	K14312
isogroup207714	K01228
isogroup240926	K09838
isogroup326466	K13912
isogroup3328	K17286
isogroup209718	K17759
isogroup309039	K12323
isogroup341152	K01595
isogroup163836	K12132
isogroup28780	K16483
isogroup26094	K00721
isogroup275578	K10400
isogroup210237	K20223
isogroup13020	K04978
isogroup223352	K02885
isogroup197501	K12169
isogroup257926	K08913
isogroup391623	K17680
isogroup312778	K14170
isogroup299808	K14802
isogroup154241	K13116
isogroup209558	K00927
isogroup52200	K13291
isogroup53219	K04728
isogroup10818	K16726
isogroup116312	K09495
isogroup56829	K15264
isogroup310001	K14191
isogroup42091	K17411
isogroup325459	K08582
isogroup196896	K15083
isogroup333665	K05884
isogroup106992	K09848
isogroup60078	K13045
isogroup118940	K17767
isogroup510765	K04204
isogroup27489	K00547
isogroup51923	K12132
isogroup152725	K07376
isogroup17810	K11364
isogroup284845	K11594
isogroup16946	K12858
isogroup20557	K20315
isogroup58377	K21413
isogroup53169	K08023
isogroup201817	K06180
isogroup51653	K17512
isogroup47450	K06215
isogroup171097	K12410
isogroup142008	K02873
isogroup11684	K06678
isogroup268928	K07497
isogroup220365	K09503
isogroup205624	K10380
isogroup8838	K08054
isogroup352384	K06927
isogroup293973	K03070
isogroup85014	K01870
isogroup59698	K20777
isogroup160201	K08866
isogroup211156	K08869
isogroup74586	K06019
isogroup22664	K07497
isogroup118504	K01915
isogroup33761	K01872
isogroup58535	K20280
isogroup356747	K09586
isogroup426758	K11997
isogroup72867	K10264
isogroup43829	K02878
isogroup338419	K13525
isogroup100158	K01955
isogroup297072	K20028
isogroup165990	K02602
isogroup206420	K03234
isogroup93890	K07369
isogroup11221	K12887
isogroup267648	K00826
isogroup118041	K12581
isogroup117998	K16524
isogroup264678	K00011
isogroup264248	K16298
isogroup302727	K08798
isogroup16977	K01456
isogroup292312	K04097
isogroup315881	K14326
isogroup55038	K01534
isogroup42062	K20364
isogroup54955	K20897
isogroup280309	K00058
isogroup55652	K16608
isogroup293447	K01918
isogroup127647	K05350
isogroup172690	K01349
isogroup310485	K10414
isogroup183843	K15378
isogroup64418	K21442
isogroup214223	K12132
isogroup231564	K10394
isogroup23208	K20174
isogroup248001	K04986
isogroup80634	K01915
isogroup124255	K12132
isogroup294692	K14708
isogroup233380	K03234
isogroup189654	K00008
isogroup318510	K03453
isogroup295423	K08138
isogroup229460	K00380
isogroup170989	K17600
isogroup169324	K00024
isogroup120473	K20908
isogroup58121	K18342
isogroup232788	K04424
isogroup86362	K09580
isogroup313828	K06168
isogroup202885	K11804
isogroup184538	K01176
isogroup158176	K00215
isogroup442247	K09257
isogroup270644	K00814
isogroup880	K06943
isogroup342647	K12396
isogroup210953	K02184
isogroup43778	K03259
isogroup175057	K14297
isogroup3099	K20636
isogroup186005	K03447
isogroup176978	K01275
isogroup75242	K12584
isogroup50916	K03686
isogroup122685	K14079
isogroup230295	K07783
isogroup62563	K01113
isogroup405614	K00225
isogroup96037	K14696
isogroup146918	K12419
isogroup87009	K00666
isogroup127323	K04307
isogroup42603	K15377
isogroup8422	K01302
isogroup45440	K17890
isogroup282206	K11209
isogroup209870	K00871
isogroup370179	K08132
isogroup32051	K10595
isogroup62325	K10866
isogroup278461	K01647
isogroup174969	K13117
isogroup7582	K03935
isogroup237071	K01768
isogroup119767	K04515
isogroup10954	K02730
isogroup8051	K12236
isogroup68095	K01510
isogroup288452	K08776
isogroup296518	K00166
isogroup264566	K12035
isogroup56954	K10450
isogroup153226	K08848
isogroup204758	K00940
isogroup5136	K06107
isogroup12871	K17579
isogroup244894	K06180
isogroup33964	K02350
isogroup327098	K08884
isogroup4991	K09189
isogroup224738	K12888
isogroup319146	K01693
isogroup157954	K03627
isogroup317315	K00558
isogroup163272	K14950
isogroup177559	K12132
isogroup269438	K09680
isogroup306324	K01623
isogroup269790	K00967
isogroup206009	K01084
isogroup309437	K10408
isogroup37100	K07376
isogroup8918	K04354
isogroup311649	K01408
isogroup296760	K15111
isogroup312123	K03798
isogroup310365	K10380
isogroup159578	K01202
isogroup53186	K14411
isogroup26167	K03392
isogroup29725	K05725
isogroup186991	K04135
isogroup231975	K01394
isogroup187285	K16196
isogroup161738	K08516
isogroup820	K14391
isogroup127024	K09608
isogroup280172	K06002
isogroup267130	K12823
isogroup202993	K10875
isogroup307444	K00856
isogroup56487	K00029
isogroup14414	K20120
isogroup294597	K15276
isogroup182730	K05592
isogroup49481	K22133
isogroup118615	K13566
isogroup24730	K11540
isogroup102014	K10644
isogroup235080	K00280
isogroup42545	K15104
isogroup117454	K02183
isogroup204992	K07119
isogroup181015	K07002
isogroup327806	K08869
isogroup30692	K17307
isogroup33554	K04638
isogroup103916	K09512
isogroup4536	K05724
isogroup178750	K08144
isogroup1155	K17095
isogroup331453	K00710
isogroup9126	K16072
isogroup218995	K13412
isogroup281041	K14338
isogroup274430	K11886
isogroup81518	K15732
isogroup84419	K01280
isogroup323607	K13291
isogroup116869	K01673
isogroup44236	K10396
isogroup41039	K01974
isogroup596152	K07375
isogroup173819	K09267
isogroup242	K02984
isogroup319864	K11153
isogroup291236	K13717
isogroup249830	K08056
isogroup307682	K08857
isogroup154185	K12580
isogroup27233	K17341
isogroup368597	K04809
isogroup321208	K04908
isogroup31660	K01081
isogroup56719	K10457
isogroup84791	K00858
isogroup273922	K05673
isogroup275867	K10615
isogroup209742	K02866
isogroup18183	K18081
isogroup25153	K10610
isogroup208170	K03217
isogroup35159	K21456
isogroup10092	K12845
isogroup296907	K07378
isogroup180063	K10406
isogroup95657	K04852
isogroup135133	K17632
isogroup289613	K00413
isogroup88960	K08765
isogroup59764	K16746
isogroup135306	K10901
isogroup161885	K01623
isogroup285806	K00940
isogroup300648	K10777
isogroup39895	K00809
isogroup28056	K21415
isogroup163984	K08798
isogroup414308	K01581
isogroup293484	K05673
isogroup69345	K03363
isogroup58366	K00666
isogroup55137	K08399
isogroup205429	K10457
isogroup348746	K01875
isogroup42806	K06070
isogroup299204	K01802
isogroup1797	K02267
isogroup296746	K04078
isogroup34452	K08802
isogroup190792	K05349
isogroup285279	K08829
isogroup536611	K11170
isogroup215512	K11857
isogroup23059	K17919
isogroup171537	K09647
isogroup282245	K01883
isogroup86667	K01179
isogroup310834	K05776
isogroup21565	K10411
isogroup321538	K08869
isogroup73334	K20779
isogroup481766	K05656
isogroup5921	K09408
isogroup15932	K11647
isogroup11766	K09448
isogroup103074	K07199
isogroup50786	K20352
isogroup269031	K07931
isogroup265624	K16890
isogroup281019	K19369
isogroup309811	K05540
isogroup183984	K13338
isogroup84838	K10523
isogroup327205	K00323
isogroup29029	K07190
isogroup53178	K01379
isogroup86880	K17543
isogroup1809	K03768
isogroup92258	K17408
isogroup40958	K12309
isogroup147001	K02183
isogroup51989	K06130
isogroup281562	K00809
isogroup74882	K04352
isogroup78323	K16583
isogroup31473	K08835
isogroup24395	K04550
isogroup283267	K12830
isogroup30510	K01557
isogroup27143	K06764
isogroup1020	K09414
isogroup18406	K01322
isogroup272993	K12132
isogroup135770	K14572
isogroup138857	K05692
isogroup629356	K08423
isogroup73673	K19176
isogroup116615	K20717
isogroup87317	K08857
isogroup115357	K03002
isogroup470157	K01465
isogroup293821	K17609
isogroup13360	K10088
isogroup487758	K02835
isogroup220323	K12874
isogroup327865	K04989
isogroup213548	K12818
isogroup4735	K04450
isogroup228219	K08582
isogroup319913	K05849
isogroup314199	K00819
isogroup213881	K17592
isogroup333503	K08776
isogroup6280	K20472
isogroup239182	K08869
isogroup77610	K08683
isogroup60753	K10626
isogroup265900	K01057
isogroup40597	K10408
isogroup265981	K14379
isogroup210701	K03130
isogroup158591	K00688
isogroup247509	K12373
isogroup478338	K10104
isogroup4205	K12475
isogroup352331	K00286
isogroup115677	K03798
isogroup76616	K10392
isogroup113410	K10862
isogroup129409	K12430
isogroup64012	K02216
isogroup28448	K03686
isogroup182546	K02863
isogroup157050	K13293
isogroup272474	K03272
isogroup291260	K03242
isogroup190621	K16726
isogroup215746	K01208
isogroup52791	K12460
isogroup282885	K00688
isogroup74681	K02324
isogroup262917	K06585
isogroup208663	K21917
isogroup11848	K00611
isogroup290461	K04739
isogroup249450	K12604
isogroup222145	K08794
isogroup116865	K08857
isogroup149250	K16809
isogroup268250	K08465
isogroup10967	K18741
isogroup20385	K14755
isogroup2836	K00615
isogroup298582	K14415
isogroup26906	K19473
isogroup1978	K04077
isogroup32898	K00963
isogroup270815	K03234
isogroup150797	K14527
isogroup60318	K02541
isogroup84857	K10805
isogroup49574	K13124
isogroup74992	K01749
isogroup132979	K10380
isogroup28221	K11801
isogroup118048	K20165
isogroup235316	K10478
isogroup55263	K01557
isogroup119816	K12447
isogroup10229	K09275
isogroup173270	K15322
isogroup307764	K14802
isogroup148261	K17341
isogroup276319	K06180
isogroup71272	K15272
isogroup154094	K04464
isogroup180544	K01265
isogroup28728	K14717
isogroup104783	K03294
isogroup20447	K12662
isogroup197142	K01867
isogroup264895	K04427
isogroup264017	K08568
isogroup50107	K13113
isogroup149154	K09848
isogroup374236	K12436
isogroup280212	K02727
isogroup111714	K14209
isogroup171690	K14682
isogroup163081	K10380
isogroup49299	K13606
isogroup275647	K20165
isogroup169907	K02977
isogroup52870	K03675
isogroup152716	K22145
isogroup41177	K04460
isogroup9275	K09577
isogroup70504	K07943
isogroup171685	K00274
isogroup179995	K12821
isogroup176920	K14849
isogroup264303	K02729
isogroup407427	K01881
isogroup270364	K01792
isogroup313937	K03350
isogroup263746	K10380
isogroup189105	K02941
isogroup5829	K18169
isogroup294986	K04371
isogroup64912	K17550
isogroup178827	K07759
isogroup86327	K00546
isogroup387002	K18408
isogroup8706	K00058
isogroup261094	K10734
isogroup86515	K05275
isogroup220562	K11416
isogroup24629	K18595
isogroup296197	K09571
isogroup42425	K16172
isogroup53672	K18595
isogroup258375	K05048
isogroup113030	K16669
isogroup26672	K04487
isogroup296963	K14326
isogroup77445	K20242
isogroup113997	K01887
isogroup294078	K03362
isogroup264981	K01945
isogroup205680	K14510
isogroup266849	K12443
isogroup138433	K02514
isogroup123954	K03249
isogroup276388	K12375
isogroup293179	K00059
isogroup157604	K15095
isogroup302937	K10359
isogroup266340	K16603
isogroup155696	K19752
isogroup44382	K04556
isogroup216662	K17943
isogroup303778	K04936
isogroup224269	K17495
isogroup31230	K16748
isogroup463496	K16669
isogroup84949	K01404
isogroup55532	K02183
isogroup43414	K00850
isogroup187380	K10956
isogroup84485	K04371
isogroup237369	K01539
isogroup165344	K03777
isogroup529127	K00967
isogroup4082	K11089
isogroup155813	K14794
isogroup285620	K01955
isogroup162010	K08076
isogroup276325	K08738
isogroup318691	K08869
isogroup47281	K00876
isogroup263979	K12812
isogroup111167	K11163
isogroup343016	K06252
isogroup269487	K07976
isogroup116726	K17341
isogroup126951	K10261
isogroup223144	K13126
isogroup152350	K08855
isogroup43755	K06174
isogroup333750	K15837
isogroup67260	K14860
isogroup275423	K02433
isogroup114807	K00025
isogroup74550	K20181
isogroup264996	K00387
isogroup7145	K11996
isogroup3116	K18411
isogroup197924	K10380
isogroup118512	K17966
isogroup264970	K07393
isogroup38430	K02308
isogroup151072	K02159
isogroup282654	K11977
isogroup39592	K13701
isogroup449017	K04345
isogroup296271	K17253
isogroup96351	K08850
isogroup64283	K07588
isogroup269383	K08489
isogroup135123	K07855
isogroup315268	K10408
isogroup270353	K00854
isogroup124934	K10809
isogroup252752	K07497
isogroup117478	K05613
isogroup118401	K15259
isogroup46246	K02311
isogroup147738	K13150
isogroup3923	K03249
isogroup268559	K04739
isogroup14360	K18405
isogroup236719	K07056
isogroup213866	K14944
isogroup6631	K09553
isogroup118733	K14805
isogroup40330	K12614
isogroup228167	K05126
isogroup220783	K09522
isogroup113541	K04874
isogroup14294	K07466
isogroup39441	K12736
isogroup315251	K01802
isogroup56550	K02202
isogroup95977	K11717
isogroup337717	K11517
isogroup33942	K03686
isogroup290450	K00026
isogroup564315	K04077
isogroup97265	K05768
isogroup307875	K00927
isogroup44790	K15280
isogroup282331	K11971
isogroup519915	K03883
isogroup19825	K07767
isogroup92308	K06252
isogroup176866	K14950
isogroup43728	K05941
isogroup137688	K20101
isogroup178607	K12430
isogroup216058	K12442
isogroup212052	K00922
isogroup298181	K10398
isogroup188001	K16506
isogroup206360	K00106
isogroup625607	K08132
isogroup181930	K06180
isogroup83759	K10900
isogroup311785	K00831
isogroup165249	K12035
isogroup156478	K10722
isogroup374355	K00297
isogroup270637	K11990
isogroup96267	K17382
isogroup74244	K02599
isogroup30104	K14079
isogroup32976	K18079
isogroup427036	K00522
isogroup266743	K03066
isogroup254251	K02599
isogroup40488	K01082
isogroup156434	K00387
isogroup80321	K20165
isogroup14625	K12168
isogroup181094	K10279
isogroup29501	K00324
isogroup38648	K04969
isogroup16209	K11424
isogroup121852	K11713
isogroup115797	K21989
isogroup104691	K00486
isogroup263297	K13023
isogroup225294	K00953
isogroup241309	K14802
isogroup21496	K01206
isogroup121126	K04456
isogroup55188	K01528
isogroup57911	K14012
isogroup15276	K20752
isogroup7079	K11594
isogroup202067	K02471
isogroup57712	K07126
isogroup268049	K00817
isogroup301763	K16803
isogroup145592	K01315
isogroup45286	K17261
isogroup68961	K00088
isogroup186807	K01760
isogroup195996	K01867
isogroup146628	K15693
isogroup7333	K10419
isogroup250128	K01395
isogroup202955	K12035
isogroup115594	K16743
isogroup83321	K15837
isogroup241072	K12460
isogroup293673	K19584
isogroup115283	K01539
isogroup137845	K03691
isogroup12491	K19013
isogroup1122	K12668
isogroup82404	K20363
isogroup230881	K04905
isogroup228097	K15333
isogroup82442	K03424
isogroup293020	K00797
isogroup294659	K10949
isogroup204922	K20396
isogroup180271	K05330
isogroup265385	K10410
isogroup244175	K03068
isogroup149691	K14852
isogroup308438	K00806
isogroup459569	K00142
isogroup73731	K10408
isogroup37252	K03990
isogroup216846	K13868
isogroup36809	K20318
isogroup327015	K10408
isogroup2234	K00045
isogroup85413	K17623
isogroup176030	K16726
isogroup183	K00337
isogroup30164	K00710
isogroup298091	K20184
isogroup247439	K15276
isogroup312934	K03319
isogroup88314	K01062
isogroup114306	K03929
isogroup180365	K17689
isogroup49758	K08878
isogroup7797	K06841
isogroup257231	K02953
isogroup295032	K10413
isogroup53405	K00845
isogroup86962	K19758
isogroup307769	K12883
isogroup184422	K15336
isogroup119901	K01214
isogroup286190	K01756
isogroup191449	K12472
isogroup2822	K17917
isogroup184708	K11251
isogroup268981	K15505
isogroup12044	K10361
isogroup39943	K09850
isogroup671	K06237
isogroup168716	K09582
isogroup4488	K02153
isogroup6442	K00236
isogroup169448	K00599
isogroup112024	K11579
isogroup29964	K04363
isogroup282496	K10859
isogroup264666	K03217
isogroup66542	K03327
isogroup7912	K19327
isogroup194909	K04892
isogroup191357	K01673
isogroup46662	K13696
isogroup47850	K07422
isogroup230376	K08582
isogroup100154	K14289
isogroup319611	K10380
isogroup224642	K01230
isogroup40639	K12445
isogroup285490	K21862
isogroup74840	K01379
isogroup327226	K19199
isogroup117346	K00856
isogroup52542	K10842
isogroup240019	K03260
isogroup52611	K19413
isogroup198194	K17086
isogroup49926	K19323
isogroup119109	K19023
isogroup283179	K13412
isogroup171852	K08900
isogroup19082	K09577
isogroup68343	K19511
isogroup286491	K17506
isogroup44524	K11314
isogroup72024	K17352
isogroup83003	K01379
isogroup223399	K11988
isogroup118466	K04518
isogroup228102	K10738
isogroup107869	K10462
isogroup320505	K13126
isogroup8959	K00565
isogroup227037	K15111
isogroup119405	K12026
isogroup27831	K06095
isogroup517901	K12442
isogroup103475	K00700
isogroup33814	K13699
isogroup333991	K12460
isogroup96706	K11415
isogroup301704	K02471
isogroup419000	K06180
isogroup312180	K01768
isogroup390	K02983
isogroup262193	K20180
isogroup153856	K09554
isogroup16404	K00939
isogroup2333	K06237
isogroup346925	K10645
isogroup260957	K04615
isogroup3386	K02471
isogroup289942	K07407
isogroup212185	K01814
isogroup124402	K03189
isogroup273804	K02259
isogroup119032	K01586
isogroup100918	K16506
isogroup326311	K10899
isogroup265738	K03008
isogroup59616	K07376
isogroup273909	K09131
isogroup116051	K01081
isogroup50362	K00574
isogroup297119	K01404
isogroup62297	K15074
isogroup210461	K17506
isogroup306485	K03164
isogroup220141	K07376
isogroup92421	K05605
isogroup240173	K14621
isogroup224963	K19539
isogroup120710	K01130
isogroup27048	K11876
isogroup286415	K13202
isogroup282810	K15275
isogroup54034	K11530
isogroup155223	K08287
isogroup394371	K16457
isogroup224828	K17570
isogroup119101	K00898
isogroup385354	K14324
isogroup33599	K08601
isogroup232959	K16475
isogroup283492	K06911
isogroup118741	K13184
isogroup32185	K06672
isogroup6765	K16344
isogroup35322	K16857
isogroup386627	K04345
isogroup262747	K14764
isogroup77525	K12475
isogroup217024	K12349
isogroup226736	K11971
isogroup326398	K13184
isogroup422661	K02955
isogroup86506	K03019
isogroup125318	K21734
isogroup159392	K11253
isogroup173722	K03675
isogroup39461	K18059
isogroup318515	K04957
isogroup269057	K00249
isogroup266230	K20607
isogroup223766	K07855
isogroup36451	K18423
isogroup109630	K10582
isogroup119385	K10380
isogroup6520	K17986
isogroup233426	K11274
isogroup95243	K03004
isogroup111916	K09309
isogroup205274	K02218
isogroup323191	K20178
isogroup472141	K00791
isogroup210689	K10901
isogroup288225	K03686
isogroup184240	K17757
isogroup312093	K09480
isogroup10120	K15616
isogroup22891	K19499
isogroup255617	K21863
isogroup6468	K19934
isogroup123702	K13280
isogroup131911	K11457
isogroup6461	K03662
isogroup288018	K17506
isogroup218180	K03500
isogroup265994	K01669
isogroup63473	K07119
isogroup153320	K16900
