query	qlen.bp	qtrans.aa	hit	hlen.aa
comp3614_c0_seq23	204	62	sp|Q98UI9|MUC5B_CHICK	2108
comp2797_c1_seq8	203	66	sp|Q5U901|CBPA6_MOUSE	438
comp3225_c0_seq46	9127	322	sp|P20072|ANXA7_BOVIN	463
comp3232_c2_seq5	635	155	sp|Q2YDJ8|KMT5A_BOVIN	352
comp3985_c0_seq348	1054	314	sp|Q9JLC8|SACS_MOUSE	4582
comp3614_c0_seq13	422	140	sp|Q80Z19|MUC2_MOUSE	2680
comp2385_c0_seq1	979	88	sp|Q9JLJ0|LITAF_MOUSE	161
comp3230_c3_seq315	444	133	sp|Q7Z408|CSMD2_HUMAN	3487
comp3985_c0_seq250	1707	525	sp|Q9JLC8|SACS_MOUSE	4582
comp3985_c0_seq647	347	115	sp|Q9NZJ4|SACS_HUMAN	4579
comp2619_c6_seq100	2371	274	sp|Q8NHV1|GIMA7_HUMAN	300
comp3985_c0_seq158	2796	929	sp|Q9JLC8|SACS_MOUSE	4582
comp3230_c3_seq324	427	105	sp|P98105|LYAM2_RAT	549
comp2555_c0_seq2	1344	295	sp|O55005|ROBO1_RAT	1651
comp2656_c0_seq87	272	44	sp|P78417|GSTO1_HUMAN	241
comp2011_c0_seq15	519	173	sp|Q01484|ANK2_HUMAN	3957
comp2793_c0_seq2	543	180	sp|O00560|SDCB1_HUMAN	298
comp2027_c0_seq8	1764	587	sp|Q3UU96|MRCKA_MOUSE	1719
comp3973_c0_seq16	1597	274	sp|O28550|Y1724_ARCFU	305
comp5136_c1_seq3	1012	135	sp|P48193|41_MOUSE	858
comp2091_c11_seq151	4420	1091	sp|A0A0R4IBK5|R213A_DANRE	5209
comp2357_c1_seq149	462	125	sp|Q9I931|FUCL1_ANGJA	178
comp2816_c0_seq12	251	77	sp|P21941|MATN1_HUMAN	496
comp3230_c3_seq37	2484	442	sp|O88572|LRP6_MOUSE	1613
comp3965_c1_seq10	3653	224	sp|O02833|ALS_PAPHA	605
comp5999_c0_seq7	1117	57	sp|Q6NVL6|LDB1_XENTR	373
comp3230_c3_seq218	733	241	sp|Q5EA25|SRPX2_BOVIN	465
comp3706_c0_seq9	818	224	sp|Q99PP7|TRI33_MOUSE	1142
comp3985_c0_seq204	2102	246	sp|Q9JLC8|SACS_MOUSE	4582
comp3230_c3_seq155	1090	257	sp|Q5EA25|SRPX2_BOVIN	465
comp2357_c1_seq202	347	115	sp|Q9I931|FUCL1_ANGJA	178
comp2619_c6_seq519	497	58	sp|Q1ZXD6|ROCO5_DICDI	2800
comp3560_c0_seq28	261	72	sp|Q96CG8|CTHR1_HUMAN	243
comp2074_c0_seq1	7420	2110	sp|O75923|DYSF_HUMAN	2080
comp2357_c1_seq115	543	131	sp|Q9I929|FUCL3_ANGJA	180
comp3973_c0_seq27	1314	175	sp|Q58588|Y1187_METJA	301
comp3647_c0_seq1	1020	214	sp|Q15428|SF3A2_HUMAN	464
comp3230_c3_seq227	704	80	sp|Q9JHJ7|TEST_MOUSE	324
comp3554_c1_seq6	1107	350	sp|Q3SY69|AL1L2_HUMAN	923
comp2091_c11_seq400	601	199	sp|P16423|POLR_DROME	1057
comp3935_c3_seq27	1140	52	sp|A4QNR8|LENG8_DANRE	839
comp2619_c6_seq266	1292	55	sp|Q5S006|LRRK2_MOUSE	2527
comp2091_c11_seq349	836	272	sp|A0A0R4IBK5|R213A_DANRE	5209
comp2235_c0_seq18	542	160	sp|Q96AY4|TTC28_HUMAN	2481
comp3554_c1_seq10	567	188	sp|Q63ZT8|AL1L1_XENTR	902
comp3018_c2_seq10	725	240	sp|O43451|MGA_HUMAN	1857
comp5003_c0_seq4	2811	200	sp|O13395|CHS6_USTMA	1180
comp3985_c0_seq764	237	79	sp|Q9JLC8|SACS_MOUSE	4582
comp2619_c6_seq1	5577	283	sp|Q09575|YRD6_CAEEL	1268
comp2357_c1_seq234	303	99	sp|Q64605|PTPRS_RAT	1907
comp3560_c0_seq39	220	72	sp|Q9D1D6|CTHR1_MOUSE	245
comp3230_c3_seq380	308	79	sp|Q09101|HIG_DROME	958
comp2357_c1_seq171	408	104	sp|P49263|PXN1_XENLA	416
comp2357_c1_seq235	300	98	sp|P10586|PTPRF_HUMAN	1907
comp3099_c0_seq33	339	49	sp|O60291|MGRN1_HUMAN	552
comp2357_c1_seq82	852	110	sp|Q0V8T9|CTP5A_MOUSE	1304
comp3871_c1_seq73	416	112	sp|O62431|SYQ_CAEEL	786
comp3985_c0_seq260	1602	526	sp|Q9JLC8|SACS_MOUSE	4582
comp2091_c11_seq189	3718	979	sp|Q63HN8|RN213_HUMAN	5207
comp2578_c0_seq1	1523	183	sp|Q99470|SDF2_HUMAN	211
comp2619_c6_seq29	3384	270	sp|Q9C8U8|IAN5_ARATH	301
comp2621_c0_seq2	1164	218	sp|P20909|COBA1_RAT	1804
comp2304_c1_seq30	1393	414	sp|Q96RW7|HMCN1_HUMAN	5635
comp2314_c0_seq1	1723	282	sp|Q62231|SIX1_MOUSE	284
comp2091_c11_seq299	1368	323	sp|P21328|RTJK_DROME	916
comp3947_c0_seq8	2234	399	sp|Q99MV1|TDRD1_MOUSE	1172
comp3230_c3_seq30	2593	432	sp|A2AVA0|SVEP1_MOUSE	3567
comp2472_c0_seq4	2080	323	sp|P14211|CALR_MOUSE	416
comp3965_c1_seq26	2670	211	sp|Q9DBB9|CPN2_MOUSE	547
comp3448_c0_seq31	450	51	sp|Q5R889|SAHH3_PONAB	508
comp2707_c0_seq13	1079	308	sp|Q9NPP4|NLRC4_HUMAN	1024
comp3642_c0_seq2	2095	179	sp|A7SXK3|TMED_NEMVE	203
comp2619_c6_seq436	764	58	sp|Q1ZXD6|ROCO5_DICDI	2800
comp3985_c0_seq171	2535	768	sp|Q9NZJ4|SACS_HUMAN	4579
comp4494_c0_seq22	1002	153	sp|Q7TPV2|DZIP3_MOUSE	1204
comp2209_c1_seq2	1140	152	sp|Q08E66|WFKN2_BOVIN	574
comp3847_c0_seq4	3456	724	sp|Q12830|BPTF_HUMAN	3046
comp3985_c0_seq705	281	60	sp|Q9NZJ4|SACS_HUMAN	4579
comp3591_c1_seq5	1168	382	sp|Q6ZQ38|CAND1_MOUSE	1230
comp3835_c0_seq28	361	119	sp|Q9JLC8|SACS_MOUSE	4582
comp3570_c0_seq52	393	85	sp|Q06806|TIE1_MOUSE	1134
comp2619_c6_seq146	1923	132	sp|H9JD76|TDRKH_BOMMO	629
comp3835_c0_seq19	673	208	sp|Q9JLC8|SACS_MOUSE	4582
comp3985_c0_seq280	1350	435	sp|Q9JLC8|SACS_MOUSE	4582
comp3985_c0_seq448	718	233	sp|Q9NZJ4|SACS_HUMAN	4579
comp3591_c0_seq10	839	278	sp|Q6ZQ38|CAND1_MOUSE	1230
comp3230_c3_seq137	1289	398	sp|A2AVA0|SVEP1_MOUSE	3567
comp3581_c0_seq3	1625	113	sp|P58239|CNMD_DANRE	286
comp3614_c0_seq9	432	140	sp|P80012|VWF_BOVIN	937
comp3547_c0_seq62	1129	115	sp|A2AJX4|MALR1_MOUSE	2123
comp3281_c0_seq2	1734	170	sp|Q9VVE5|MSIR6_DROME	369
comp3973_c0_seq174	257	84	sp|Q9V4M2|WECH_DROME	832
comp2011_c0_seq3	1547	515	sp|G5E8K5|ANK3_MOUSE	1961
comp3985_c0_seq47	9038	3003	sp|Q9NZJ4|SACS_HUMAN	4579
comp2386_c0_seq24	4601	1398	sp|O01761|UNC89_CAEEL	8081
comp3985_c0_seq486	632	190	sp|Q9JLC8|SACS_MOUSE	4582
comp3141_c0_seq31	981	167	sp|Q00555|CFTR_SHEEP	1481
comp3230_c3_seq308	451	70	sp|Q9JHJ7|TEST_MOUSE	324
comp3985_c0_seq383	898	284	sp|P10394|POL4_DROME	1237
comp3230_c3_seq91	1745	465	sp|O88572|LRP6_MOUSE	1613
comp2386_c0_seq20	8419	2646	sp|Q28824|MYLK_BOVIN	1176
comp4494_c0_seq21	1005	150	sp|Q86Y13|DZIP3_HUMAN	1208
comp3366_c0_seq6	295	57	sp|Q5ZI66|CHAC2_CHICK	186
comp2357_c1_seq156	445	128	sp|P49263|PXN1_XENLA	416
comp3985_c0_seq731	257	85	sp|Q9NZJ4|SACS_HUMAN	4579
comp2735_c0_seq66	437	33	sp|P62168|NCS1_RAT	190
comp3442_c0_seq3	1610	142	sp|Q3SZH7|LKHA4_BOVIN	611
comp3985_c0_seq545	517	145	sp|Q9JLC8|SACS_MOUSE	4582
comp3973_c0_seq83	482	134	sp|O70277|TRIM3_RAT	744
comp2091_c11_seq377	698	115	sp|Q5R6Y2|CRBN_PONAB	429
comp3985_c0_seq397	854	275	sp|Q9NZJ4|SACS_HUMAN	4579
comp3770_c0_seq12	521	164	sp|Q9VQG2|APH1_DROME	238
comp3230_c3_seq130	1358	299	sp|Q761X5|UNC5C_RAT	931
comp2339_c0_seq3	2909	39	sp|Q9BZL4|PP12C_HUMAN	782
comp2357_c1_seq106	590	145	sp|Q9I931|FUCL1_ANGJA	178
comp3368_c0_seq2	2736	326	sp|Q5I085|PP1B_XENTR	327
comp2091_c11_seq314	1199	380	sp|E9Q555|RN213_MOUSE	5152
comp2127_c0_seq3	2430	335	sp|P56564|EAA1_MOUSE	543
comp2494_c11_seq180	248	77	sp|Q9BPW9|DHRS9_HUMAN	319
comp3442_c1_seq14	238	77	sp|P19602|LKHA4_CAVPO	611
comp2357_c1_seq47	1236	208	sp|Q58EX2|SDK2_HUMAN	2172
comp2091_c12_seq9	246	82	sp|Q9NNW7|TRXR2_HUMAN	524
comp3237_c0_seq14	3869	789	sp|O75534|CSDE1_HUMAN	798
comp3985_c0_seq524	563	185	sp|Q9JLC8|SACS_MOUSE	4582
comp3315_c1_seq5	1052	180	sp|P56959|FUS_MOUSE	518
comp3230_c3_seq72	2001	453	sp|P98106|LYAM3_RAT	768
comp3985_c0_seq192	2202	722	sp|Q9JLC8|SACS_MOUSE	4582
comp3561_c0_seq3	2756	851	sp|Q8BKG3|PTK7_MOUSE	1062
comp2091_c11_seq488	339	112	sp|Q63HN8|RN213_HUMAN	5207
comp3985_c0_seq148	2948	965	sp|Q9JLC8|SACS_MOUSE	4582
comp2091_c10_seq14	237	79	sp|O62768|TRXR1_BOVIN	499
comp2619_c6_seq94	2426	239	sp|Q8K3K9|GIMA4_RAT	310
comp3108_c1_seq1	1207	340	sp|Q9SF85|ADK1_ARATH	344
comp3620_c0_seq22	625	208	sp|O57382|TLL2_XENLA	1019
comp3973_c0_seq162	271	90	sp|Q9U489|LIN41_CAEEL	1147
comp3985_c0_seq343	1066	203	sp|Q9NZJ4|SACS_HUMAN	4579
comp2880_c0_seq8	4182	624	sp|Q9QZZ4|MYO15_MOUSE	3511
comp3051_c1_seq11	3881	473	sp|Q3T0K2|TCPG_BOVIN	545
comp2091_c11_seq260	1899	376	sp|Q5VXM1|CDCP2_HUMAN	449
comp3985_c0_seq35	9860	3285	sp|Q9NZJ4|SACS_HUMAN	4579
comp2857_c1_seq9	792	126	sp|Q0KIA2|Y9801_DROME	709
comp3230_c3_seq278	498	163	sp|P16581|LYAM2_HUMAN	610
comp3985_c0_seq124	3549	1080	sp|Q9NZJ4|SACS_HUMAN	4579
comp2327_c0_seq2	1975	155	sp|P10160|IF5A1_RABIT	154
comp3172_c0_seq4	323	80	sp|Q8BZT9|LACC1_MOUSE	430
comp3985_c0_seq491	618	203	sp|Q9NZJ4|SACS_HUMAN	4579
comp3141_c2_seq13	400	114	sp|Q06194|FA8_MOUSE	2319
comp3973_c0_seq168	261	66	sp|Q9BRZ2|TRI56_HUMAN	755
comp2091_c11_seq205	3147	1043	sp|A0A0R4I9Y1|R213B_DANRE	5061
comp3321_c0_seq2	3849	862	sp|P05094|ACTN1_CHICK	893
comp3591_c0_seq22	288	94	sp|Q6ZQ38|CAND1_MOUSE	1230
comp3554_c1_seq1	2630	493	sp|Q6GNL7|AL1L1_XENLA	902
comp3393_c0_seq2	2824	253	sp|Q9JJP2|P73_MOUSE	631
comp3947_c0_seq17	652	197	sp|Q99MV7|RNF17_MOUSE	1640
comp3230_c3_seq48	2322	346	sp|Q7T2Z5|UNC5C_CHICK	931
comp2532_c0_seq4	1206	309	sp|Q4R6W9|SNPC1_MACFA	367
comp3230_c3_seq180	934	280	sp|A2AVA0|SVEP1_MOUSE	3567
comp2091_c11_seq463	377	122	sp|O57382|TLL2_XENLA	1019
comp2619_c6_seq356	1000	55	sp|Q5S006|LRRK2_MOUSE	2527
comp3422_c0_seq1	1541	315	sp|Q4R4H3|LGI3_MACFA	548
comp2357_c1_seq71	931	255	sp|Q9I928|FUCL4_ANGJA	179
comp2091_c11_seq145	4472	753	sp|A0A0R4IBK5|R213A_DANRE	5209
comp3230_c3_seq338	390	129	sp|Q98931|LRP8_CHICK	917
comp2619_c6_seq59	2827	274	sp|Q8NHV1|GIMA7_HUMAN	300
comp3230_c3_seq106	1624	357	sp|Q91VN0|LRP5_MOUSE	1614
comp3985_c0_seq159	2784	909	sp|Q9JLC8|SACS_MOUSE	4582
comp2641_c0_seq1	738	141	sp|Q9Y6R0|NUMBL_HUMAN	609
comp2669_c3_seq41	1334	438	sp|Q67E00|DUSTY_XENTR	918
comp2656_c0_seq80	351	52	sp|P52655|TF2AA_HUMAN	376
comp3230_c3_seq178	942	257	sp|Q5EA25|SRPX2_BOVIN	465
comp3547_c0_seq20	2142	201	sp|Q13772|NCOA4_HUMAN	614
comp2880_c0_seq10	3437	321	sp|Q9QZZ4|MYO15_MOUSE	3511
comp2357_c1_seq135	496	128	sp|P49263|PXN1_XENLA	416
comp2091_c11_seq157	4338	1352	sp|A0A0R4IBK5|R213A_DANRE	5209
comp3230_c3_seq118	1528	310	sp|A2AVA0|SVEP1_MOUSE	3567
comp2619_c6_seq406	842	270	sp|Q54FD5|Y0931_DICDI	511
comp5003_c0_seq2	3208	127	sp|Q6DD51|CSKI2_XENLA	1205
comp3985_c0_seq689	297	93	sp|P10394|POL4_DROME	1237
comp3985_c0_seq120	3703	1213	sp|Q9NZJ4|SACS_HUMAN	4579
comp2417_c1_seq33	1862	332	sp|Q9EPB1|DPP2_RAT	500
comp3947_c0_seq26	267	81	sp|Q9BXT4|TDRD1_HUMAN	1180
comp2669_c3_seq24	3486	591	sp|Q67E00|DUSTY_XENTR	918
comp3561_c0_seq10	1384	159	sp|Q13308|PTK7_HUMAN	1070
comp2091_c11_seq327	1086	251	sp|O70244|CUBN_RAT	3623
comp2357_c1_seq138	493	71	sp|Q18163|DDRA_CAEEL	766
comp3995_c1_seq1	711	127	sp|Q5R930|MSRB3_PONAB	190
comp3099_c0_seq12	3235	767	sp|Q8IWW6|RHG12_HUMAN	846
comp3547_c0_seq54	1443	474	sp|Q95218|DMBT1_RABIT	1594
comp5003_c0_seq9	1439	127	sp|Q6DD51|CSKI2_XENLA	1205
comp3985_c0_seq115	3783	1232	sp|Q9JLC8|SACS_MOUSE	4582
comp2619_c6_seq217	1527	236	sp|P00520|ABL1_MOUSE	1123
comp3230_c3_seq56	2226	571	sp|P0C6B8|SVEP1_RAT	3564
comp3678_c0_seq18	288	53	sp|Q02391|GSLG1_CHICK	1142
comp2027_c0_seq3	4821	1480	sp|Q3UU96|MRCKA_MOUSE	1719
comp3531_c0_seq3	763	143	sp|Q66II8|RU17_XENTR	471
comp3978_c2_seq20	227	72	sp|Q9P0K9|FRS1L_HUMAN	344
comp3560_c0_seq1	808	223	sp|Q96CG8|CTHR1_HUMAN	243
comp3230_c3_seq386	306	66	sp|Q80T79|CSMD3_MOUSE	3707
comp2237_c0_seq11	376	49	sp|Q802F2|SELTA_DANRE	193
comp2339_c0_seq11	960	287	sp|O14974|MYPT1_HUMAN	1030
comp3985_c0_seq306	1209	393	sp|Q9NZJ4|SACS_HUMAN	4579
comp3985_c0_seq660	336	108	sp|Q9JLC8|SACS_MOUSE	4582
comp3973_c0_seq191	237	74	sp|Q924W6|TRI66_MOUSE	1242
comp3620_c0_seq15	1736	283	sp|G8HTB6|ZPP_ACRMI	414
comp2619_c6_seq32	3276	229	sp|P00530|FPS_FUJSV	873
comp3620_c0_seq3	2933	283	sp|G8HTB6|ZPP_ACRMI	414
comp2738_c0_seq2	1119	75	sp|Q5RKS2|SMIM7_MOUSE	75
comp3935_c3_seq39	261	85	sp|B2RWS6|EP300_MOUSE	2412
comp2091_c11_seq130	4740	1262	sp|Q63HN8|RN213_HUMAN	5207
comp4494_c0_seq4	1279	150	sp|Q86Y13|DZIP3_HUMAN	1208
comp2619_c6_seq580	377	104	sp|Q13077|TRAF1_HUMAN	416
comp2797_c0_seq9	203	66	sp|Q5U901|CBPA6_MOUSE	438
comp2619_c6_seq539	466	121	sp|P51432|PLCB3_MOUSE	1234
comp2669_c3_seq17	4056	775	sp|Q67E00|DUSTY_XENTR	918
comp2134_c2_seq1	2920	538	sp|Q8NFG4|FLCN_HUMAN	579
comp2619_c6_seq342	1029	55	sp|Q5S006|LRRK2_MOUSE	2527
comp3985_c0_seq596	428	112	sp|Q9JLC8|SACS_MOUSE	4582
comp3985_c0_seq616	387	128	sp|Q9NZJ4|SACS_HUMAN	4579
comp3560_c0_seq14	448	147	sp|Q9D1D6|CTHR1_MOUSE	245
comp3620_c0_seq11	1802	140	sp|P55259|GP2_HUMAN	537
comp3985_c0_seq265	1571	408	sp|Q9JLC8|SACS_MOUSE	4582
comp2091_c15_seq3	576	191	sp|O02751|CFDP2_BOVIN	592
comp2357_c1_seq24	1684	526	sp|P23468|PTPRD_HUMAN	1912
comp2091_c11_seq274	1729	571	sp|A0A0R4IBK5|R213A_DANRE	5209
comp4494_c0_seq16	1064	150	sp|Q86Y13|DZIP3_HUMAN	1208
comp2304_c1_seq14	1999	407	sp|Q96RW7|HMCN1_HUMAN	5635
comp2357_c1_seq42	1268	237	sp|Q8WZ42|TITIN_HUMAN	34350
comp3212_c3_seq1	1965	495	sp|Q58CQ9|VNN1_BOVIN	510
comp3531_c1_seq2	800	143	sp|Q66II8|RU17_XENTR	471
comp2407_c0_seq4	2306	195	sp|Q8CFH6|SIK2_MOUSE	931
comp2091_c11_seq224	2523	828	sp|A0A0R4IBK5|R213A_DANRE	5209
comp3935_c3_seq8	2843	698	sp|Q6JHU9|CBP_RAT	2442
comp3442_c0_seq14	238	72	sp|P19602|LKHA4_CAVPO	611
comp3547_c0_seq80	765	240	sp|G3V801|NETR_RAT	761
comp3570_c0_seq72	233	75	sp|Q91147|FGFR2_NOTVI	729
comp2883_c0_seq1	2017	442	sp|P04176|PH4H_RAT	453
comp3332_c0_seq2	2307	566	sp|Q10751|ACE_CHICK	1193
comp2417_c1_seq20	2818	346	sp|Q9EPB1|DPP2_RAT	500
comp3686_c0_seq5	985	292	sp|P52826|CACP_COLLI	627
comp3985_c0_seq321	1162	366	sp|Q9JLC8|SACS_MOUSE	4582
comp2357_c1_seq65	955	127	sp|Q6YI48|PTPRU_CHICK	1434
comp2619_c6_seq25	3422	270	sp|Q9C8U8|IAN5_ARATH	301
comp2091_c11_seq441	443	88	sp|O57382|TLL2_XENLA	1019
comp2619_c6_seq392	878	211	sp|Q09575|YRD6_CAEEL	1268
comp3015_c1_seq40	347	115	sp|Q14728|MFS10_HUMAN	455
comp2128_c0_seq17	438	84	sp|Q9M2U3|ALPL_ARATH	406
comp3276_c0_seq11	698	232	sp|Q14689|DIP2A_HUMAN	1571
comp3312_c0_seq26	1511	369	sp|Q9ERH8|S28A3_MOUSE	703
comp2991_c0_seq1	1699	385	sp|P55010|IF5_HUMAN	431
comp2619_c6_seq68	2778	239	sp|Q8K3K9|GIMA4_RAT	310
comp3018_c2_seq7	928	296	sp|P14410|SUIS_HUMAN	1827
comp3099_c0_seq8	3317	767	sp|Q8C0D4|RHG12_MOUSE	838
comp3985_c0_seq287	1314	393	sp|Q9JLC8|SACS_MOUSE	4582
comp2357_c1_seq207	343	103	sp|P16621|LAR_DROME	2029
comp3973_c0_seq126	332	110	sp|F6QEU4|LIN41_XENTR	814
comp2619_c6_seq277	1256	326	sp|Q55E58|PATS1_DICDI	3184
comp3520_c0_seq1	1475	270	sp|Q28960|CBR1_PIG	289
comp3985_c0_seq540	540	152	sp|Q9JLC8|SACS_MOUSE	4582
comp2357_c1_seq216	326	107	sp|O88488|PTPRQ_RAT	2302
comp2555_c0_seq36	429	49	sp|P35918|VGFR2_MOUSE	1367
comp3230_c3_seq301	465	144	sp|P16293|FA9_PIG	409
comp2619_c6_seq349	1020	58	sp|Q1ZXD6|ROCO5_DICDI	2800
comp2091_c11_seq413	555	185	sp|O02751|CFDP2_BOVIN	592
comp2669_c3_seq81	452	148	sp|Q4VSN1|DUSTY_DANRE	885
comp3684_c0_seq1	1262	125	sp|Q24JV9|L3BPA_DANRE	567
comp2707_c0_seq16	986	222	sp|B0FPE9|NLRP3_MACMU	1035
comp4494_c0_seq28	897	150	sp|Q86Y13|DZIP3_HUMAN	1208
comp3141_c0_seq9	4368	981	sp|O15439|MRP4_HUMAN	1325
comp3985_c0_seq186	2283	753	sp|Q9JLC8|SACS_MOUSE	4582
comp2417_c1_seq13	2977	383	sp|Q9EPB1|DPP2_RAT	500
comp3230_c3_seq57	2209	358	sp|O88572|LRP6_MOUSE	1613
comp3706_c0_seq80	276	81	sp|Q6PFY8|TRI45_MOUSE	580
comp3631_c0_seq1	5203	318	sp|Q8NDA2|HMCN2_HUMAN	5059
comp3985_c0_seq75	6016	1923	sp|Q9JLC8|SACS_MOUSE	4582
comp3939_c0_seq2	1493	435	sp|C3YWU0|FUCO_BRAFL	449
comp3570_c0_seq49	444	145	sp|Q62413|EPHA6_MOUSE	1035
comp3504_c0_seq1	3751	222	sp|P23506|PIMT_MOUSE	227
comp3985_c0_seq239	1760	150	sp|Q9JLC8|SACS_MOUSE	4582
comp3798_c0_seq18	2765	360	sp|O19112|CILP1_PIG	599
comp3985_c0_seq586	452	66	sp|Q9NZJ4|SACS_HUMAN	4579
comp2066_c0_seq1	332	110	sp|Q99PF4|CAD23_MOUSE	3354
comp2619_c6_seq687	279	90	sp|P39428|TRAF1_MOUSE	409
comp3985_c0_seq457	695	211	sp|Q9JLC8|SACS_MOUSE	4582
comp3570_c0_seq19	1073	231	sp|P07949|RET_HUMAN	1114
comp2494_c11_seq118	433	98	sp|Q9CZ52|ANTR1_MOUSE	562
comp3230_c3_seq81	1906	319	sp|P19540|FA9_CANLF	452
comp3560_c0_seq26	264	42	sp|Q96CG8|CTHR1_HUMAN	243
comp3985_c0_seq230	1794	583	sp|Q7LHG5|YI31B_YEAST	1498
comp3642_c0_seq23	230	46	sp|P49020|TMED2_CRIGR	196
comp3141_c2_seq4	841	272	sp|A4IFW2|PTPRF_DANRE	1909
comp2235_c0_seq54	304	53	sp|Q5R8S4|ERLEC_PONAB	483
comp2357_c1_seq252	268	86	sp|Q92859|NEO1_HUMAN	1461
comp3965_c1_seq30	2570	275	sp|Q5RFK6|SUH_PONAB	486
comp2134_c2_seq8	877	188	sp|Q5M7Q1|FLCN_XENTR	579
comp3985_c0_seq227	1820	537	sp|P0CT40|TF29_SCHPO	1333
comp3985_c0_seq216	1908	628	sp|Q9JLC8|SACS_MOUSE	4582
comp3016_c0_seq3	970	176	sp|Q96CG8|CTHR1_HUMAN	243
comp3985_c0_seq450	714	220	sp|Q9NZJ4|SACS_HUMAN	4579
comp3835_c0_seq46	263	83	sp|Q9JLC8|SACS_MOUSE	4582
comp2326_c0_seq1	779	168	sp|P59999|ARPC4_MOUSE	168
comp3466_c0_seq1	7730	2449	sp|A5YKK6|CNOT1_HUMAN	2376
comp2091_c11_seq216	2713	413	sp|A0A0R4IBK5|R213A_DANRE	5209
comp2098_c0_seq1	699	131	sp|Q8NHP8|PLBL2_HUMAN	589
comp2418_c0_seq1	1563	232	sp|P28798|GRN_MOUSE	589
comp3230_c3_seq233	670	172	sp|C5IAW9|UN5BB_XENLA	942
comp2141_c0_seq10	706	195	sp|P42567|EPS15_MOUSE	897
comp3985_c0_seq106	4134	1039	sp|Q9JLC8|SACS_MOUSE	4582
comp2619_c6_seq238	1436	52	sp|Q5S006|LRRK2_MOUSE	2527
comp3230_c3_seq446	211	62	sp|A2AVA0|SVEP1_MOUSE	3567
comp2357_c1_seq163	433	141	sp|Q3UH53|SDK1_MOUSE	2193
comp2357_c1_seq17	1690	528	sp|P23468|PTPRD_HUMAN	1912
comp2572_c0_seq8	1336	141	sp|Q9H3F6|BACD3_HUMAN	313
comp4766_c1_seq60	7633	1263	sp|Q00519|XDH_MOUSE	1335
comp7481_c1_seq22	305	74	sp|Q8IWU6|SULF1_HUMAN	871
comp6602_c0_seq3	5034	361	sp|Q91690|GLI1_XENLA	1360
comp4766_c1_seq71	7251	1263	sp|Q00519|XDH_MOUSE	1335
comp6556_c0_seq24	4525	476	sp|Q9UQB3|CTND2_HUMAN	1225
comp7457_c0_seq14	2883	638	sp|P16067|ANPRB_RAT	1047
comp4808_c0_seq3	777	243	sp|B5KFD7|GRB10_PIG	589
comp5857_c0_seq2	1953	459	sp|Q8N3X1|FNBP4_HUMAN	1017
comp5513_c0_seq17	1295	309	sp|Q5ZK84|AK1A1_CHICK	327
comp7159_c0_seq5	1362	232	sp|B2RY56|RBM25_MOUSE	838
comp4766_c1_seq85	6704	1263	sp|Q00519|XDH_MOUSE	1335
comp6116_c0_seq6	10296	885	sp|P0CT40|TF29_SCHPO	1333
comp5095_c0_seq166	559	137	sp|Q8R151|ZNFX1_MOUSE	1909
comp7343_c0_seq6	363	108	sp|Q9H7P6|MB12B_HUMAN	319
comp5907_c1_seq22	330	110	sp|Q2PZL6|FAT4_MOUSE	4981
comp6559_c0_seq68	327	108	sp|O43301|HS12A_HUMAN	675
comp5681_c1_seq6	9325	811	sp|Q9DBH0|WWP2_MOUSE	870
comp4172_c0_seq76	1887	488	sp|A2A8L5|PTPRF_MOUSE	1898
comp7530_c0_seq14	306	80	sp|B8RJM0|USOM3_ACRMI	433
comp6532_c0_seq2	4269	1022	sp|Q9Y6X9|MORC2_HUMAN	1032
comp7477_c0_seq57	3032	205	sp|Q9P2N4|ATS9_HUMAN	1935
comp6970_c0_seq30	426	128	sp|O54774|AP3D1_MOUSE	1199
comp4164_c0_seq25	1597	233	sp|Q9CPW0|CNTP2_MOUSE	1332
comp7477_c0_seq70	1377	295	sp|Q6DCQ6|VWA2_XENLA	790
comp4574_c1_seq1	2478	638	sp|Q63505|TF3C1_RAT	2148
comp7457_c0_seq26	1394	370	sp|P16065|GCY_STRPU	1125
comp6532_c0_seq31	944	241	sp|Q9Y6X9|MORC2_HUMAN	1032
comp4939_c3_seq12	890	131	sp|Q9TU19|NPHP1_CANLF	565
comp6368_c0_seq13	2643	468	sp|Q66I22|SRRT_DANRE	896
comp6559_c0_seq94	216	68	sp|P32456|GBP2_HUMAN	591
comp4668_c1_seq1	412	70	sp|Q9D1D6|CTHR1_MOUSE	245
comp5863_c0_seq24	408	131	sp|Q9HBF4|ZFYV1_HUMAN	777
comp4766_c1_seq64	7513	1263	sp|Q00519|XDH_MOUSE	1335
comp5772_c0_seq20	3903	390	sp|Q95218|DMBT1_RABIT	1594
comp5095_c0_seq123	1468	214	sp|Q8R151|ZNFX1_MOUSE	1909
comp5975_c0_seq67	331	109	sp|A7SK27|EKI_NEMVE	349
comp4169_c0_seq6	797	251	sp|P06737|PYGL_HUMAN	847
comp4832_c0_seq160	651	204	sp|Q9P2E3|ZNFX1_HUMAN	1918
comp4172_c0_seq89	1621	465	sp|P23468|PTPRD_HUMAN	1912
comp5623_c0_seq63	352	115	sp|O88278|CELR3_RAT	3313
comp4766_c1_seq54	7985	1263	sp|Q00519|XDH_MOUSE	1335
comp4172_c0_seq26	2891	480	sp|A2A8L5|PTPRF_MOUSE	1898
